month,duration,previous,poutcome,deposit
6,801,0,0,yes
6,482,0,0,yes
6,2456,0,0,yes
6,1363,0,0,yes
6,1336,0,0,yes
6,633,0,0,yes
6,524,0,0,yes
6,578,0,0,yes
6,984,0,0,yes
6,638,0,0,yes
6,767,0,0,yes
6,525,0,0,yes
6,563,0,0,yes
6,1449,0,0,yes
6,920,0,0,yes
6,908,0,0,yes
6,208,0,0,yes
6,910,0,0,yes
6,1446,0,0,yes
6,1149,0,0,yes
6,1123,0,0,yes
6,508,0,0,yes
6,736,0,0,yes
6,590,0,0,yes
6,636,0,0,yes
6,701,0,0,yes
6,761,0,0,yes
6,1558,0,0,yes
6,1053,0,0,yes
6,562,0,0,yes
6,494,0,0,yes
6,1018,0,0,yes
6,884,0,0,yes
6,709,0,0,yes
6,1276,0,0,yes
6,381,0,0,yes
6,862,0,0,yes
6,460,0,0,yes
6,467,0,0,yes
6,648,0,0,yes
6,2653,0,0,yes
6,1085,0,0,yes
6,369,0,0,yes
6,685,0,0,yes
6,1055,0,0,yes
6,882,0,0,yes
6,901,0,0,yes
6,700,0,0,yes
6,491,0,0,yes
6,940,0,0,yes
6,3881,0,0,yes
6,486,0,0,yes
6,1137,0,0,yes
6,878,0,0,yes
6,583,0,0,yes
6,1159,0,0,yes
6,893,0,0,yes
6,867,0,0,yes
6,706,0,0,yes
6,1199,0,0,yes
6,935,0,0,yes
6,586,0,0,yes
6,967,0,0,yes
6,595,0,0,yes
6,1290,0,0,yes
6,614,0,0,yes
6,885,0,0,yes
6,651,0,0,yes
6,993,0,0,yes
6,577,0,0,yes
6,1141,0,0,yes
6,1268,0,0,yes
6,1243,0,0,yes
6,465,0,0,yes
6,513,0,0,yes
6,686,0,0,yes
6,741,0,0,yes
6,617,0,0,yes
6,1093,0,0,yes
6,1395,0,0,yes
6,1089,0,0,yes
6,1248,0,0,yes
6,721,0,0,yes
6,750,0,0,yes
6,637,0,0,yes
6,2769,0,0,yes
6,556,0,0,yes
6,522,0,0,yes
6,1345,0,0,yes
6,676,0,0,yes
6,775,0,0,yes
6,2621,0,0,yes
6,1029,0,0,yes
6,371,0,0,yes
6,1528,0,0,yes
6,1540,0,0,yes
6,973,0,0,yes
6,707,0,0,yes
6,625,0,0,yes
6,1255,0,0,yes
6,704,0,0,yes
6,1574,0,0,yes
6,1135,0,0,yes
6,1007,0,0,yes
6,1318,0,0,yes
6,922,0,0,yes
6,585,0,0,yes
6,952,0,0,yes
6,834,0,0,yes
6,651,0,0,yes
6,683,0,0,yes
6,1012,0,0,yes
6,958,0,0,yes
6,973,0,0,yes
6,911,0,0,yes
6,382,0,0,yes
6,1210,0,0,yes
6,838,0,0,yes
6,422,0,0,yes
6,1098,0,0,yes
6,1663,0,0,yes
6,560,0,0,yes
6,1617,0,0,yes
6,570,0,0,yes
6,1023,0,0,yes
6,585,0,0,yes
6,693,0,0,yes
6,546,0,0,yes
6,1036,0,0,yes
6,1409,0,0,yes
6,988,0,0,yes
6,498,0,0,yes
6,670,0,0,yes
6,662,0,0,yes
6,528,0,0,yes
6,519,0,0,yes
6,677,0,0,yes
6,3183,0,0,yes
6,422,0,0,yes
6,856,0,0,yes
7,479,0,0,yes
7,1135,0,0,yes
7,650,0,0,yes
7,587,0,0,yes
7,676,0,0,yes
7,584,0,0,yes
7,1044,0,0,yes
7,494,0,0,yes
7,615,0,0,yes
7,718,0,0,yes
7,434,0,0,yes
7,782,0,0,yes
7,722,0,0,yes
7,621,0,0,yes
7,629,0,0,yes
7,385,0,0,yes
7,889,0,0,yes
7,532,0,0,yes
7,574,0,0,yes
7,599,0,0,yes
7,849,0,0,yes
7,973,0,0,yes
7,719,0,0,yes
7,509,0,0,yes
7,740,0,0,yes
7,534,0,0,yes
7,531,0,0,yes
7,634,0,0,yes
7,460,0,0,yes
7,681,0,0,yes
7,1082,0,0,yes
7,730,0,0,yes
7,716,0,0,yes
7,803,0,0,yes
7,635,0,0,yes
7,819,0,0,yes
7,658,0,0,yes
7,1061,0,0,yes
7,687,0,0,yes
7,537,0,0,yes
7,781,0,0,yes
7,645,0,0,yes
7,1242,0,0,yes
7,662,0,0,yes
7,625,0,0,yes
7,426,0,0,yes
7,869,0,0,yes
7,556,0,0,yes
7,359,0,0,yes
7,1014,0,0,yes
7,1290,0,0,yes
7,564,0,0,yes
7,1439,0,0,yes
7,919,0,0,yes
7,1426,0,0,yes
7,901,0,0,yes
7,998,0,0,yes
7,804,0,0,yes
7,961,0,0,yes
7,720,0,0,yes
7,1341,0,0,yes
7,634,0,0,yes
7,829,0,0,yes
7,476,0,0,yes
7,724,0,0,yes
7,500,0,0,yes
7,2029,0,0,yes
7,1499,0,0,yes
7,1399,0,0,yes
7,1187,0,0,yes
7,487,0,0,yes
7,1097,0,0,yes
7,1060,0,0,yes
7,764,0,0,yes
7,1120,0,0,yes
7,963,0,0,yes
7,1973,0,0,yes
7,911,0,0,yes
7,853,0,0,yes
7,1649,0,0,yes
7,1397,0,0,yes
7,766,0,0,yes
7,788,0,0,yes
7,1130,0,0,yes
7,1062,0,0,yes
7,1669,0,0,yes
7,1336,0,0,yes
7,444,0,0,yes
7,894,0,0,yes
7,805,0,0,yes
7,1056,0,0,yes
7,815,0,0,yes
7,808,0,0,yes
7,860,0,0,yes
7,881,0,0,yes
7,981,0,0,yes
7,1001,0,0,yes
7,514,0,0,yes
7,716,0,0,yes
7,769,0,0,yes
7,889,0,0,yes
7,448,0,0,yes
7,767,0,0,yes
7,578,0,0,yes
7,1806,0,0,yes
7,496,0,0,yes
7,586,0,0,yes
7,689,0,0,yes
7,555,0,0,yes
7,686,0,0,yes
7,435,0,0,yes
7,873,0,0,yes
7,1222,0,0,yes
7,988,0,0,yes
7,1019,0,0,yes
7,709,0,0,yes
7,561,0,0,yes
7,1018,0,0,yes
7,1039,0,0,yes
7,781,0,0,yes
7,1656,0,0,yes
7,923,0,0,yes
7,1275,0,0,yes
7,342,0,0,yes
7,1008,0,0,yes
7,538,0,0,yes
7,795,0,0,yes
7,1027,0,0,yes
7,1584,0,0,yes
7,582,0,0,yes
7,1448,0,0,yes
7,656,0,0,yes
7,1208,0,0,yes
7,1175,0,0,yes
7,536,0,0,yes
7,991,0,0,yes
7,1153,0,0,yes
7,623,0,0,yes
7,1081,0,0,yes
7,978,0,0,yes
7,536,0,0,yes
7,968,0,0,yes
7,278,0,0,yes
7,560,0,0,yes
7,640,0,0,yes
7,420,0,0,yes
7,658,0,0,yes
7,641,0,0,yes
7,635,0,0,yes
7,588,0,0,yes
7,1373,0,0,yes
7,913,0,0,yes
7,799,0,0,yes
7,1139,0,0,yes
7,1105,0,0,yes
7,854,0,0,yes
7,919,0,0,yes
7,733,0,0,yes
7,553,0,0,yes
7,710,0,0,yes
7,891,0,0,yes
7,691,0,0,yes
7,1877,0,0,yes
7,1130,0,0,yes
7,577,0,0,yes
7,1342,0,0,yes
7,1002,0,0,yes
7,985,0,0,yes
7,1360,0,0,yes
7,1134,0,0,yes
7,712,0,0,yes
7,1077,0,0,yes
7,560,0,0,yes
7,1545,0,0,yes
7,654,0,0,yes
7,1833,0,0,yes
7,1508,0,0,yes
7,598,0,0,yes
7,1237,0,0,yes
7,864,0,0,yes
7,1037,0,0,yes
7,802,0,0,yes
7,754,0,0,yes
7,870,0,0,yes
7,633,0,0,yes
7,690,0,0,yes
7,529,0,0,yes
7,1152,0,0,yes
7,956,0,0,yes
7,957,0,0,yes
7,1327,0,0,yes
7,228,0,0,yes
7,808,0,0,yes
7,638,0,0,yes
7,1201,0,0,yes
7,1309,0,0,yes
7,1359,0,0,yes
7,416,0,0,yes
7,532,0,0,yes
7,430,0,0,yes
7,853,0,0,yes
7,1204,0,0,yes
7,1484,0,0,yes
7,1441,0,0,yes
7,454,0,0,yes
7,651,0,0,yes
7,1491,0,0,yes
7,903,0,0,yes
7,873,0,0,yes
7,901,0,0,yes
7,821,0,0,yes
7,367,0,0,yes
7,458,0,0,yes
7,1602,0,0,yes
7,1492,0,0,yes
7,1422,0,0,yes
7,728,0,0,yes
7,979,0,0,yes
7,616,0,0,yes
7,784,0,0,yes
7,1000,0,0,yes
7,695,0,0,yes
7,1946,0,0,yes
7,362,0,0,yes
7,743,0,0,yes
7,2015,0,0,yes
7,1031,0,0,yes
7,590,0,0,yes
7,1330,0,0,yes
7,946,0,0,yes
7,1448,0,0,yes
7,279,0,0,yes
7,661,0,0,yes
7,1369,0,0,yes
7,653,0,0,yes
7,458,0,0,yes
7,664,0,0,yes
7,699,0,0,yes
7,939,0,0,yes
7,1169,0,0,yes
7,837,0,0,yes
7,596,0,0,yes
7,383,0,0,yes
7,1009,0,0,yes
7,1096,0,0,yes
7,867,0,0,yes
7,551,0,0,yes
7,890,0,0,yes
7,874,0,0,yes
7,710,0,0,yes
7,600,0,0,yes
7,2516,0,0,yes
7,1058,0,0,yes
7,884,0,0,yes
7,616,0,0,yes
7,808,0,0,yes
7,1011,0,0,yes
7,1013,0,0,yes
7,684,0,0,yes
7,843,0,0,yes
7,542,0,0,yes
7,788,0,0,yes
7,988,0,0,yes
7,814,0,0,yes
7,694,0,0,yes
7,441,0,0,yes
7,1171,0,0,yes
7,729,0,0,yes
7,509,0,0,yes
7,1089,0,0,yes
7,1211,0,0,yes
7,458,0,0,yes
7,540,0,0,yes
7,761,0,0,yes
7,695,0,0,yes
7,764,0,0,yes
7,675,0,0,yes
7,782,0,0,yes
7,962,0,0,yes
7,481,0,0,yes
7,812,0,0,yes
7,630,0,0,yes
7,1088,0,0,yes
7,1150,0,0,yes
7,574,0,0,yes
7,725,0,0,yes
7,463,0,0,yes
7,662,0,0,yes
7,727,0,0,yes
7,1107,0,0,yes
7,829,0,0,yes
7,1212,0,0,yes
7,1142,0,0,yes
7,1721,0,0,yes
7,1032,0,0,yes
8,846,0,0,yes
8,870,0,0,yes
8,1165,0,0,yes
8,1110,0,0,yes
8,1488,0,0,yes
8,603,0,0,yes
8,641,0,0,yes
8,837,0,0,yes
8,553,0,0,yes
8,794,0,0,yes
8,836,0,0,yes
8,1134,0,0,yes
8,607,0,0,yes
8,1536,0,0,yes
8,515,0,0,yes
8,935,0,0,yes
8,1051,0,0,yes
8,1200,0,0,yes
8,531,0,0,yes
8,766,0,0,yes
8,1311,0,0,yes
8,618,0,0,yes
8,875,0,0,yes
8,419,0,0,yes
8,1227,0,0,yes
8,1357,0,0,yes
8,455,0,0,yes
8,406,0,0,yes
8,902,0,0,yes
8,740,0,0,yes
8,501,0,0,yes
8,835,0,0,yes
8,720,0,0,yes
8,836,0,0,yes
8,490,0,0,yes
8,763,0,0,yes
8,649,0,0,yes
8,641,0,0,yes
8,738,0,0,yes
8,1044,0,0,yes
8,482,0,0,yes
8,1249,0,0,yes
8,996,0,0,yes
8,1250,0,0,yes
8,1471,0,0,yes
8,1456,0,0,yes
8,395,0,0,yes
8,663,0,0,yes
8,674,0,0,yes
8,526,0,0,yes
8,401,0,0,yes
8,1321,0,0,yes
8,797,0,0,yes
8,352,0,0,yes
8,670,0,0,yes
8,429,0,0,yes
8,1182,0,0,yes
8,876,0,0,yes
8,895,0,0,yes
8,341,0,0,yes
8,994,0,0,yes
8,507,0,0,yes
8,317,0,0,yes
8,512,0,0,yes
8,809,0,0,yes
8,523,0,0,yes
8,669,0,0,yes
8,780,0,0,yes
8,459,0,0,yes
8,1000,0,0,yes
8,733,0,0,yes
8,848,0,0,yes
8,1242,0,0,yes
8,922,0,0,yes
8,1206,0,0,yes
8,856,0,0,yes
8,386,0,0,yes
8,384,0,0,yes
8,1070,0,0,yes
8,610,0,0,yes
8,699,0,0,yes
8,917,0,0,yes
8,608,0,0,yes
8,734,0,0,yes
8,1238,0,0,yes
8,1242,0,0,yes
8,444,0,0,yes
8,418,0,0,yes
8,1080,0,0,yes
8,479,0,0,yes
8,645,0,0,yes
8,506,0,0,yes
8,768,0,0,yes
8,1134,0,0,yes
8,396,0,0,yes
8,507,0,0,yes
8,439,0,0,yes
8,1133,0,0,yes
8,587,0,0,yes
8,696,0,0,yes
8,645,0,0,yes
8,473,0,0,yes
8,559,0,0,yes
8,1092,0,0,yes
8,453,0,0,yes
8,1307,0,0,yes
8,1344,0,0,yes
8,432,0,0,yes
8,1613,0,0,yes
8,664,0,0,yes
8,1735,0,0,yes
8,940,0,0,yes
8,1842,0,0,yes
8,969,0,0,yes
8,823,0,0,yes
8,618,0,0,yes
8,526,0,0,yes
8,846,0,0,yes
8,1149,0,0,yes
8,665,0,0,yes
8,641,0,0,yes
8,404,0,0,yes
8,657,0,0,yes
8,737,0,0,yes
8,871,0,0,yes
8,838,0,0,yes
8,379,0,0,yes
8,851,0,0,yes
8,990,0,0,yes
8,529,0,0,yes
8,1148,0,0,yes
8,904,0,0,yes
8,707,0,0,yes
8,632,0,0,yes
8,593,0,0,yes
8,552,0,0,yes
8,857,0,0,yes
8,518,0,0,yes
8,834,0,0,yes
8,1184,0,0,yes
8,1151,0,0,yes
8,1231,0,0,yes
8,904,0,0,yes
8,1871,0,0,yes
8,773,0,0,yes
8,762,0,0,yes
8,671,0,0,yes
8,638,0,0,yes
8,594,0,0,yes
8,625,0,0,yes
8,882,0,0,yes
8,528,0,0,yes
8,309,0,0,yes
8,471,0,0,yes
8,520,0,0,yes
8,1576,0,0,yes
8,504,0,0,yes
8,998,0,0,yes
8,194,0,0,yes
8,645,0,0,yes
8,1293,0,0,yes
8,950,0,0,yes
8,1032,0,0,yes
8,836,0,0,yes
8,480,0,0,yes
8,921,0,0,yes
8,467,0,0,yes
8,552,0,0,yes
8,875,0,0,yes
8,588,0,0,yes
8,1408,0,0,yes
8,921,0,0,yes
8,627,0,0,yes
8,625,0,0,yes
8,703,0,0,yes
8,1503,0,0,yes
8,644,0,0,yes
8,913,0,0,yes
8,788,0,0,yes
8,946,0,0,yes
8,1532,0,0,yes
8,793,0,0,yes
8,81,0,0,yes
8,1877,0,0,yes
8,1123,0,0,yes
8,576,0,0,yes
8,579,0,0,yes
8,520,0,0,yes
8,1258,0,0,yes
8,528,0,0,yes
8,686,0,0,yes
8,604,0,0,yes
8,1241,0,0,yes
8,735,0,0,yes
8,626,0,0,yes
8,363,0,0,yes
8,961,0,0,yes
8,472,0,0,yes
8,1152,0,0,yes
8,606,0,0,yes
8,497,0,0,yes
8,630,0,0,yes
8,366,0,0,yes
8,1374,0,0,yes
8,372,0,0,yes
8,664,0,0,yes
8,388,0,0,yes
8,428,0,0,yes
8,609,0,0,yes
8,581,0,0,yes
8,1033,0,0,yes
8,1040,0,0,yes
8,672,0,0,yes
8,512,0,0,yes
8,976,0,0,yes
8,645,0,0,yes
8,523,0,0,yes
8,1642,0,0,yes
8,583,0,0,yes
8,965,0,0,yes
8,2372,0,0,yes
8,1126,0,0,yes
8,908,0,0,yes
8,643,0,0,yes
8,695,0,0,yes
10,270,0,0,yes
10,235,0,0,yes
10,3253,0,0,yes
10,478,0,0,yes
10,133,0,0,yes
10,312,0,0,yes
10,718,0,0,yes
10,2016,0,0,yes
10,294,0,0,yes
10,519,1,1,yes
10,144,4,-2,yes
10,187,0,0,yes
10,676,0,0,yes
10,157,0,0,yes
10,181,0,0,yes
10,313,0,0,yes
10,80,0,0,yes
10,134,0,0,yes
10,518,2,2,yes
10,112,0,0,yes
10,97,0,0,yes
10,305,0,0,yes
10,228,0,0,yes
10,376,0,0,yes
10,131,0,0,yes
10,251,0,0,yes
10,125,0,0,yes
10,135,0,0,yes
10,540,0,0,yes
10,171,0,0,yes
10,11,0,0,yes
10,248,0,0,yes
10,234,0,0,yes
10,132,0,0,yes
10,154,0,0,yes
10,160,0,0,yes
10,227,0,0,yes
10,158,0,0,yes
10,615,0,0,yes
11,399,0,0,yes
11,465,0,0,yes
11,268,0,0,yes
11,253,0,0,yes
11,669,0,0,yes
11,234,0,0,yes
11,150,0,0,yes
11,154,0,0,yes
11,299,0,0,yes
11,524,0,0,yes
11,248,0,0,yes
11,486,0,0,yes
11,158,0,0,yes
11,114,3,-2,yes
11,378,0,0,yes
11,494,0,0,yes
11,90,0,0,yes
11,160,0,0,yes
11,239,0,0,yes
11,162,0,0,yes
11,132,0,0,yes
11,172,0,0,yes
11,160,0,0,yes
11,179,0,0,yes
11,1789,0,0,yes
11,1077,0,0,yes
11,564,0,0,yes
11,1303,0,0,yes
11,696,0,0,yes
11,761,0,0,yes
11,540,0,0,yes
11,1091,1,2,yes
11,1210,4,-2,yes
11,652,2,-2,yes
11,454,0,0,yes
11,514,0,0,yes
11,1978,0,0,yes
11,854,0,0,yes
11,1164,0,0,yes
11,676,0,0,yes
11,486,0,0,yes
11,596,1,1,yes
11,924,0,0,yes
11,897,0,0,yes
11,1855,0,0,yes
11,1034,0,0,yes
11,578,0,0,yes
11,1181,0,0,yes
11,716,3,1,yes
11,1437,0,0,yes
11,482,0,0,yes
11,898,0,0,yes
11,1122,0,0,yes
11,511,0,0,yes
11,1554,0,0,yes
11,686,0,0,yes
11,925,0,0,yes
11,1015,2,1,yes
11,489,0,0,yes
11,694,0,0,yes
11,853,0,0,yes
11,561,0,0,yes
11,424,1,1,yes
11,998,0,0,yes
11,1057,0,0,yes
11,522,1,2,yes
11,472,0,0,yes
11,623,1,1,yes
11,337,0,0,yes
11,589,0,0,yes
11,644,0,0,yes
11,1792,0,0,yes
11,1468,0,0,yes
11,709,0,0,yes
11,639,1,2,yes
11,1720,0,0,yes
11,276,2,-2,yes
11,477,0,0,yes
11,670,0,0,yes
11,405,0,0,yes
11,531,0,0,yes
11,628,0,0,yes
11,1192,0,0,yes
11,283,0,0,yes
11,454,0,0,yes
11,728,0,0,yes
11,993,0,0,yes
11,755,10,1,yes
11,994,1,-2,yes
11,1503,0,0,yes
11,871,0,0,yes
11,329,0,0,yes
11,531,1,-2,yes
11,931,0,0,yes
11,593,0,0,yes
11,691,0,0,yes
11,1258,2,1,yes
11,677,0,0,yes
11,1490,0,0,yes
11,562,0,0,yes
11,705,0,0,yes
11,1035,0,0,yes
11,736,0,0,yes
11,253,0,0,yes
11,888,2,-2,yes
11,370,1,1,yes
11,500,1,-2,yes
11,488,0,0,yes
11,1025,0,0,yes
11,768,0,0,yes
11,758,0,0,yes
11,653,0,0,yes
11,841,0,0,yes
11,871,0,0,yes
11,952,0,0,yes
11,1341,7,-2,yes
11,1598,0,0,yes
11,945,0,0,yes
11,1059,0,0,yes
11,615,1,-2,yes
11,517,0,0,yes
11,714,0,0,yes
11,729,0,0,yes
11,591,1,-2,yes
11,1158,0,0,yes
11,614,0,0,yes
11,558,0,0,yes
11,530,2,-2,yes
11,648,0,0,yes
11,609,0,0,yes
11,530,0,0,yes
11,529,0,0,yes
11,641,0,0,yes
11,957,2,-2,yes
11,758,0,0,yes
11,963,0,0,yes
11,796,1,-2,yes
11,1022,0,0,yes
11,553,0,0,yes
11,372,0,0,yes
11,849,0,0,yes
11,555,0,0,yes
11,316,9,1,yes
11,850,0,0,yes
11,749,0,0,yes
11,902,2,1,yes
11,1074,0,0,yes
11,980,0,0,yes
11,549,0,0,yes
11,654,0,0,yes
11,834,0,0,yes
11,1571,0,0,yes
11,664,0,0,yes
11,579,0,0,yes
11,373,0,0,yes
11,504,2,-2,yes
11,314,0,0,yes
11,663,0,0,yes
11,681,0,0,yes
11,808,0,0,yes
11,775,0,0,yes
11,705,0,0,yes
11,965,0,0,yes
11,1222,0,0,yes
11,534,0,0,yes
11,1555,0,0,yes
11,925,0,0,yes
11,8,0,0,yes
12,119,0,0,yes
1,1387,0,0,yes
1,1232,0,0,yes
1,829,0,0,yes
1,769,0,0,yes
1,1199,0,0,yes
1,1451,0,0,yes
1,944,0,0,yes
1,968,0,0,yes
1,1101,0,0,yes
1,470,0,0,yes
1,801,0,0,yes
1,750,0,0,yes
1,1165,0,0,yes
1,1473,0,0,yes
1,692,0,0,yes
1,1917,0,0,yes
1,1451,0,0,yes
1,2770,0,0,yes
1,771,0,0,yes
1,726,0,0,yes
1,931,0,0,yes
1,922,0,0,yes
1,1776,0,0,yes
1,707,1,1,yes
1,1136,0,0,yes
2,215,2,-2,yes
2,803,0,0,yes
2,781,0,0,yes
2,125,0,0,yes
2,1086,0,0,yes
2,749,0,0,yes
2,699,1,-2,yes
2,492,0,0,yes
2,588,0,0,yes
2,935,0,0,yes
2,430,0,0,yes
2,302,0,0,yes
2,177,0,0,yes
2,626,0,0,yes
2,938,0,0,yes
2,521,0,0,yes
2,670,0,0,yes
2,285,0,0,yes
2,402,0,0,yes
2,751,4,-2,yes
2,1420,0,0,yes
2,1425,0,0,yes
2,1223,0,0,yes
2,467,0,0,yes
2,289,4,1,yes
2,297,0,0,yes
2,369,0,0,yes
2,189,0,0,yes
2,360,0,0,yes
2,251,0,0,yes
2,650,0,0,yes
2,261,4,-2,yes
2,152,5,1,yes
2,157,0,0,yes
2,1393,0,0,yes
2,261,0,0,yes
2,372,0,0,yes
2,182,1,2,yes
2,1404,0,0,yes
2,1776,0,0,yes
2,546,4,-2,yes
2,489,0,0,yes
2,192,0,0,yes
2,426,0,0,yes
2,736,0,0,yes
2,1416,0,0,yes
2,193,0,0,yes
2,80,0,0,yes
2,136,0,0,yes
2,1579,4,-2,yes
2,572,7,1,yes
2,1164,1,-2,yes
2,133,0,0,yes
2,974,0,0,yes
2,136,0,0,yes
2,467,0,0,yes
2,1226,0,0,yes
2,206,0,0,yes
2,765,0,0,yes
2,976,0,0,yes
2,945,0,0,yes
2,1290,0,0,yes
2,146,0,0,yes
2,1381,0,0,yes
2,1121,0,0,yes
2,2775,0,0,yes
2,128,0,0,yes
2,676,0,0,yes
2,699,0,0,yes
2,642,2,-2,yes
2,810,1,-2,yes
2,1916,29,1,yes
2,578,0,0,yes
2,656,0,0,yes
2,686,1,1,yes
2,158,0,0,yes
2,744,0,0,yes
2,1017,0,0,yes
2,1661,0,0,yes
2,1138,0,0,yes
2,136,0,0,yes
2,263,0,0,yes
2,550,0,0,yes
2,1019,0,0,yes
2,158,1,2,yes
2,751,0,0,yes
2,141,0,0,yes
2,192,0,0,yes
2,178,0,0,yes
2,860,0,0,yes
2,156,0,0,yes
2,984,0,0,yes
2,241,0,0,yes
2,591,0,0,yes
2,229,0,0,yes
2,787,1,1,yes
2,912,0,0,yes
2,1183,0,0,yes
2,1541,0,0,yes
2,126,1,2,yes
2,479,0,0,yes
2,190,0,0,yes
2,123,0,0,yes
2,253,0,0,yes
2,835,0,0,yes
2,1971,0,0,yes
2,97,1,-2,yes
2,277,0,0,yes
2,154,0,0,yes
2,147,0,0,yes
2,503,0,0,yes
2,515,0,0,yes
2,154,1,2,yes
2,132,0,0,yes
2,446,0,0,yes
2,354,0,0,yes
2,152,0,0,yes
2,109,0,0,yes
2,280,0,0,yes
2,227,0,0,yes
2,118,3,-2,yes
2,262,0,0,yes
