@relation predict2_data

@attribute month numeric
@attribute duration numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome numeric
@attribute y {no,yes}

@data
5,229,-1,0,0,no
5,55,-1,0,0,no
5,400,-1,0,0,no
5,197,-1,0,0,no
5,190,-1,0,0,no
5,21,-1,0,0,no
5,514,-1,0,0,no
5,849,-1,0,0,no
5,194,-1,0,0,no
5,144,-1,0,0,no
5,212,-1,0,0,no
5,286,-1,0,0,no
5,107,-1,0,0,no
5,247,-1,0,0,no
5,518,-1,0,0,no
5,364,-1,0,0,no
5,178,-1,0,0,no
5,98,-1,0,0,no
5,439,-1,0,0,no
5,79,-1,0,0,no
5,120,-1,0,0,no
5,127,-1,0,0,no
5,175,-1,0,0,no
5,262,-1,0,0,no
5,61,-1,0,0,no
5,78,-1,0,0,no
5,143,-1,0,0,no
5,579,-1,0,0,yes
5,677,-1,0,0,no
5,345,-1,0,0,no
5,185,-1,0,0,no
5,100,-1,0,0,no
5,125,-1,0,0,no
5,193,-1,0,0,no
5,136,-1,0,0,no
5,73,-1,0,0,no
5,528,-1,0,0,no
5,541,-1,0,0,no
5,163,-1,0,0,no
5,301,-1,0,0,no
5,46,-1,0,0,no
5,204,-1,0,0,no
5,98,-1,0,0,no
5,71,-1,0,0,no
5,157,-1,0,0,no
5,243,-1,0,0,no
5,186,-1,0,0,no
5,579,-1,0,0,no
5,163,-1,0,0,no
5,610,-1,0,0,no
5,2033,-1,0,0,no
5,85,-1,0,0,no
5,114,-1,0,0,no
5,114,-1,0,0,no
5,57,-1,0,0,no
5,238,-1,0,0,no
5,93,-1,0,0,no
5,128,-1,0,0,no
5,107,-1,0,0,no
5,181,-1,0,0,no
5,303,-1,0,0,no
5,558,-1,0,0,no
5,270,-1,0,0,no
5,228,-1,0,0,no
5,99,-1,0,0,no
5,240,-1,0,0,no
5,673,-1,0,0,yes
5,233,-1,0,0,no
5,1056,-1,0,0,no
5,250,-1,0,0,no
5,252,-1,0,0,no
5,138,-1,0,0,no
5,130,-1,0,0,no
5,412,-1,0,0,no
5,179,-1,0,0,no
5,19,-1,0,0,no
5,458,-1,0,0,no
5,717,-1,0,0,no
5,313,-1,0,0,no
5,683,-1,0,0,no
5,1077,-1,0,0,no
5,416,-1,0,0,no
5,146,-1,0,0,no
5,167,-1,0,0,no
5,315,-1,0,0,no
5,140,-1,0,0,no
5,346,-1,0,0,no
5,562,-1,0,0,no
5,172,-1,0,0,no
5,217,-1,0,0,no
5,142,-1,0,0,no
5,67,-1,0,0,no
5,291,-1,0,0,no
5,309,-1,0,0,no
5,248,-1,0,0,no
5,98,-1,0,0,no
5,256,-1,0,0,no
5,82,-1,0,0,no
5,577,-1,0,0,no
5,286,-1,0,0,no
5,477,-1,0,0,no
5,611,-1,0,0,no
5,471,-1,0,0,no
5,381,-1,0,0,no
5,42,-1,0,0,no
5,251,-1,0,0,no
5,408,-1,0,0,no
5,215,-1,0,0,no
5,287,-1,0,0,no
5,216,-1,0,0,no
5,366,-1,0,0,no
5,210,-1,0,0,no
5,288,-1,0,0,no
5,168,-1,0,0,no
5,338,-1,0,0,no
5,410,-1,0,0,no
5,177,-1,0,0,no
5,127,-1,0,0,no
5,357,-1,0,0,no
5,175,-1,0,0,no
5,300,-1,0,0,no
5,136,-1,0,0,no
5,1419,-1,0,0,no
5,125,-1,0,0,no
5,213,-1,0,0,no
5,27,-1,0,0,no
5,238,-1,0,0,no
5,124,-1,0,0,no
5,18,-1,0,0,no
5,730,-1,0,0,no
5,746,-1,0,0,no
5,121,-1,0,0,no
5,247,-1,0,0,no
5,40,-1,0,0,no
5,181,-1,0,0,no
5,79,-1,0,0,no
5,206,-1,0,0,no
5,389,-1,0,0,no
5,127,-1,0,0,no
5,702,-1,0,0,no
5,151,-1,0,0,no
5,117,-1,0,0,no
5,232,-1,0,0,no
5,408,-1,0,0,no
5,179,-1,0,0,no
5,39,-1,0,0,no
5,282,-1,0,0,no
5,714,-1,0,0,no
5,50,-1,0,0,no
5,181,-1,0,0,no
5,142,-1,0,0,no
5,227,-1,0,0,no
5,119,-1,0,0,no
5,361,-1,0,0,no
5,73,-1,0,0,no
5,67,-1,0,0,no
5,350,-1,0,0,no
5,332,-1,0,0,no
5,611,-1,0,0,no
5,113,-1,0,0,no
5,132,-1,0,0,no
5,58,-1,0,0,no
5,151,-1,0,0,no
5,89,-1,0,0,no
5,152,-1,0,0,no
5,611,-1,0,0,no
5,110,-1,0,0,no
5,463,-1,0,0,no
5,562,-1,0,0,yes
5,962,-1,0,0,no
5,10,-1,0,0,no
5,118,-1,0,0,no
5,92,-1,0,0,no
5,143,-1,0,0,no
5,189,-1,0,0,no
5,234,-1,0,0,no
5,75,-1,0,0,no
5,189,-1,0,0,no
5,621,-1,0,0,no
5,55,-1,0,0,no
5,310,-1,0,0,no
5,156,-1,0,0,no
5,5,-1,0,0,no
5,225,-1,0,0,no
5,125,-1,0,0,no
5,2,-1,0,0,no
5,286,-1,0,0,no
5,164,-1,0,0,no
5,98,-1,0,0,no
5,742,-1,0,0,no
5,226,-1,0,0,no
5,120,-1,0,0,no
5,362,-1,0,0,no
5,357,-1,0,0,no
5,200,-1,0,0,no
5,204,-1,0,0,no
5,126,-1,0,0,no
5,65,-1,0,0,no
5,107,-1,0,0,no
5,267,-1,0,0,no
5,248,-1,0,0,no
5,215,-1,0,0,no
5,209,-1,0,0,no
5,205,-1,0,0,no
5,83,-1,0,0,no
5,106,-1,0,0,no
5,189,-1,0,0,no
5,105,-1,0,0,no
5,106,-1,0,0,no
5,108,-1,0,0,no
5,311,-1,0,0,no
5,214,-1,0,0,no
5,132,-1,0,0,no
5,358,-1,0,0,no
5,453,-1,0,0,no
5,364,-1,0,0,no
5,136,-1,0,0,no
5,386,-1,0,0,no
5,173,-1,0,0,no
5,241,-1,0,0,no
5,224,-1,0,0,no
5,148,-1,0,0,no
5,196,-1,0,0,no
5,111,-1,0,0,no
5,231,-1,0,0,no
5,316,-1,0,0,no
5,216,-1,0,0,no
5,240,-1,0,0,no
5,669,-1,0,0,no
5,425,-1,0,0,no
5,143,-1,0,0,no
5,174,-1,0,0,no
5,313,-1,0,0,no
5,135,-1,0,0,no
5,146,-1,0,0,no
5,152,-1,0,0,no
5,402,-1,0,0,no
5,213,-1,0,0,no
5,144,-1,0,0,no
5,124,-1,0,0,no
5,183,-1,0,0,no
5,325,-1,0,0,no
5,39,-1,0,0,no
5,503,-1,0,0,no
5,95,-1,0,0,no
5,680,-1,0,0,no
5,421,-1,0,0,no
5,174,-1,0,0,no
5,113,-1,0,0,no
5,808,-1,0,0,no
5,198,-1,0,0,no
5,195,-1,0,0,no
5,347,-1,0,0,no
5,208,-1,0,0,no
5,404,-1,0,0,no
5,396,-1,0,0,no
5,216,-1,0,0,no
5,98,-1,0,0,no
5,350,-1,0,0,no
5,114,-1,0,0,no
5,88,-1,0,0,no
5,379,-1,0,0,no
5,190,-1,0,0,no
5,158,-1,0,0,no
5,102,-1,0,0,no
5,306,-1,0,0,no
5,218,-1,0,0,no
5,54,-1,0,0,no
5,344,-1,0,0,no
5,195,-1,0,0,no
5,652,-1,0,0,no
5,286,-1,0,0,no
5,189,-1,0,0,no
5,83,-1,0,0,no
5,184,-1,0,0,no
5,235,-1,0,0,no
5,290,-1,0,0,no
5,232,-1,0,0,no
5,133,-1,0,0,no
5,318,-1,0,0,no
5,260,-1,0,0,no
5,437,-1,0,0,no
5,402,-1,0,0,no
5,85,-1,0,0,no
5,125,-1,0,0,no
5,501,-1,0,0,no
5,1201,-1,0,0,yes
5,253,-1,0,0,no
5,1030,-1,0,0,yes
5,149,-1,0,0,no
5,114,-1,0,0,no
5,243,-1,0,0,no
5,769,-1,0,0,no
5,135,-1,0,0,no
5,231,-1,0,0,no
5,76,-1,0,0,no
5,199,-1,0,0,no
5,152,-1,0,0,no
5,124,-1,0,0,no
5,424,-1,0,0,no
5,43,-1,0,0,no
5,154,-1,0,0,no
5,203,-1,0,0,no
5,326,-1,0,0,no
5,393,-1,0,0,no
5,241,-1,0,0,no
5,483,-1,0,0,no
5,259,-1,0,0,no
5,227,-1,0,0,no
5,673,-1,0,0,no
5,576,-1,0,0,no
5,180,-1,0,0,no
5,168,-1,0,0,no
5,90,-1,0,0,no
5,505,-1,0,0,no
5,245,-1,0,0,no
5,186,-1,0,0,no
5,623,-1,0,0,no
5,496,-1,0,0,no
5,118,-1,0,0,no
5,342,-1,0,0,no
5,225,-1,0,0,no
5,185,-1,0,0,no
5,196,-1,0,0,no
5,276,-1,0,0,no
5,76,-1,0,0,no
5,87,-1,0,0,no
5,195,-1,0,0,no
5,744,-1,0,0,no
5,765,-1,0,0,no
5,262,-1,0,0,no
5,119,-1,0,0,no
5,198,-1,0,0,no
5,150,-1,0,0,no
5,241,-1,0,0,no
5,181,-1,0,0,no
5,196,-1,0,0,no
5,149,-1,0,0,no
5,246,-1,0,0,no
5,112,-1,0,0,no
5,309,-1,0,0,no
5,278,-1,0,0,no
5,140,-1,0,0,no
5,136,-1,0,0,no
5,1623,-1,0,0,yes
5,101,-1,0,0,no
5,144,-1,0,0,no
5,238,-1,0,0,no
5,354,-1,0,0,no
5,79,-1,0,0,no
5,187,-1,0,0,no
5,451,-1,0,0,no
5,159,-1,0,0,no
5,409,-1,0,0,no
5,170,-1,0,0,no
5,608,-1,0,0,yes
5,243,-1,0,0,no
5,145,-1,0,0,no
5,112,-1,0,0,no
5,262,-1,0,0,no
5,124,-1,0,0,no
5,53,-1,0,0,no
5,134,-1,0,0,no
5,204,-1,0,0,no
5,186,-1,0,0,no
5,678,-1,0,0,no
5,182,-1,0,0,no
5,162,-1,0,0,no
5,27,-1,0,0,no
5,699,-1,0,0,no
5,43,-1,0,0,no
5,97,-1,0,0,no
5,1677,-1,0,0,yes
5,283,-1,0,0,no
5,323,-1,0,0,no
5,82,-1,0,0,no
5,310,-1,0,0,no
5,185,-1,0,0,no
5,47,-1,0,0,no
5,145,-1,0,0,no
5,204,-1,0,0,no
5,187,-1,0,0,no
5,30,-1,0,0,no
5,472,-1,0,0,no
5,448,-1,0,0,no
5,264,-1,0,0,no
5,169,-1,0,0,no
5,288,-1,0,0,no
5,176,-1,0,0,no
5,215,-1,0,0,no
5,337,-1,0,0,no
5,278,-1,0,0,no
5,188,-1,0,0,no
5,174,-1,0,0,no
5,226,-1,0,0,no
5,190,-1,0,0,no
5,111,-1,0,0,no
5,164,-1,0,0,no
5,157,-1,0,0,no
5,46,-1,0,0,no
5,374,-1,0,0,no
5,349,-1,0,0,no
5,325,-1,0,0,no
5,233,-1,0,0,no
5,531,-1,0,0,no
5,153,-1,0,0,no
5,80,-1,0,0,no
5,232,-1,0,0,no
5,118,-1,0,0,no
5,190,-1,0,0,no
5,918,-1,0,0,yes
5,238,-1,0,0,no
5,82,-1,0,0,no
5,198,-1,0,0,no
5,160,-1,0,0,no
5,211,-1,0,0,no
5,120,-1,0,0,no
5,136,-1,0,0,no
5,269,-1,0,0,no
5,157,-1,0,0,no
5,128,-1,0,0,no
5,211,-1,0,0,no
5,267,-1,0,0,no
5,371,-1,0,0,no
5,288,-1,0,0,no
5,221,-1,0,0,no
5,427,-1,0,0,no
5,310,-1,0,0,no
5,158,-1,0,0,no
5,604,-1,0,0,no
5,198,-1,0,0,no
5,145,-1,0,0,no
5,247,-1,0,0,no
5,179,-1,0,0,no
5,73,-1,0,0,no
5,263,-1,0,0,no
5,13,-1,0,0,no
5,79,-1,0,0,no
5,416,-1,0,0,no
5,162,-1,0,0,no
5,129,-1,0,0,no
5,150,-1,0,0,no
5,43,-1,0,0,no
5,191,-1,0,0,no
5,26,-1,0,0,no
5,250,-1,0,0,no
5,146,-1,0,0,no
5,416,-1,0,0,no
5,121,-1,0,0,no
5,114,-1,0,0,no
5,289,-1,0,0,no
5,225,-1,0,0,no
5,123,-1,0,0,no
5,130,-1,0,0,no
5,161,-1,0,0,no
5,149,-1,0,0,no
5,268,-1,0,0,no
5,259,-1,0,0,no
5,26,-1,0,0,no
5,153,-1,0,0,no
5,424,-1,0,0,no
5,179,-1,0,0,no
5,97,-1,0,0,no
5,383,-1,0,0,no
5,440,-1,0,0,no
5,23,-1,0,0,no
5,195,-1,0,0,no
5,1297,-1,0,0,yes
5,87,-1,0,0,no
5,427,-1,0,0,no
5,189,-1,0,0,no
5,195,-1,0,0,no
5,179,-1,0,0,no
5,179,-1,0,0,no
5,69,-1,0,0,no
5,105,-1,0,0,no
5,266,-1,0,0,no
5,524,-1,0,0,no
5,96,-1,0,0,no
5,155,-1,0,0,no
5,162,-1,0,0,no
5,352,-1,0,0,no
5,76,-1,0,0,no
5,154,-1,0,0,no
5,310,-1,0,0,no
5,390,-1,0,0,no
5,369,-1,0,0,no
5,112,-1,0,0,no
5,341,-1,0,0,no
5,79,-1,0,0,no
5,140,-1,0,0,no
5,315,-1,0,0,no
5,262,-1,0,0,no
5,174,-1,0,0,no
5,138,-1,0,0,no
5,526,-1,0,0,no
5,135,-1,0,0,no
5,36,-1,0,0,no
5,1906,-1,0,0,no
5,219,-1,0,0,no
5,147,-1,0,0,no
5,407,-1,0,0,no
5,121,-1,0,0,no
5,209,-1,0,0,no
5,92,-1,0,0,no
5,208,-1,0,0,no
5,193,-1,0,0,no
5,144,-1,0,0,no
5,65,-1,0,0,no
5,339,-1,0,0,no
5,285,-1,0,0,no
5,231,-1,0,0,no
5,168,-1,0,0,no
5,278,-1,0,0,no
5,389,-1,0,0,no
5,158,-1,0,0,no
5,145,-1,0,0,no
5,78,-1,0,0,no
5,142,-1,0,0,no
5,87,-1,0,0,no
5,147,-1,0,0,no
5,289,-1,0,0,no
5,703,-1,0,0,yes
5,170,-1,0,0,no
5,802,-1,0,0,no
5,381,-1,0,0,no
5,218,-1,0,0,no
5,57,-1,0,0,no
5,304,-1,0,0,no
5,241,-1,0,0,no
5,230,-1,0,0,no
5,262,-1,0,0,no
5,392,-1,0,0,no
5,201,-1,0,0,no
5,145,-1,0,0,no
5,252,-1,0,0,no
5,235,-1,0,0,no
5,235,-1,0,0,no
5,328,-1,0,0,no
5,116,-1,0,0,no
5,246,-1,0,0,no
5,293,-1,0,0,no
5,37,-1,0,0,no
5,132,-1,0,0,no
5,530,-1,0,0,no
5,175,-1,0,0,no
5,524,-1,0,0,no
5,29,-1,0,0,no
5,311,-1,0,0,no
5,211,-1,0,0,no
5,312,-1,0,0,no
5,412,-1,0,0,no
5,392,-1,0,0,no
5,191,-1,0,0,no
5,284,-1,0,0,no
5,144,-1,0,0,no
5,328,-1,0,0,no
5,100,-1,0,0,no
5,226,-1,0,0,no
5,507,-1,0,0,no
5,392,-1,0,0,no
5,684,-1,0,0,no
5,333,-1,0,0,no
5,311,-1,0,0,no
5,128,-1,0,0,no
5,322,-1,0,0,no
5,202,-1,0,0,no
5,92,-1,0,0,no
5,739,-1,0,0,no
5,273,-1,0,0,no
5,260,-1,0,0,no
5,268,-1,0,0,no
5,396,-1,0,0,no
5,262,-1,0,0,no
5,308,-1,0,0,no
5,467,-1,0,0,no
5,320,-1,0,0,no
5,160,-1,0,0,no
5,245,-1,0,0,no
5,189,-1,0,0,no
5,477,-1,0,0,no
5,310,-1,0,0,no
5,65,-1,0,0,no
5,196,-1,0,0,no
5,221,-1,0,0,no
5,197,-1,0,0,no
5,221,-1,0,0,no
5,64,-1,0,0,no
5,75,-1,0,0,no
5,400,-1,0,0,no
5,378,-1,0,0,no
5,118,-1,0,0,no
5,1597,-1,0,0,yes
5,346,-1,0,0,no
5,60,-1,0,0,no
5,276,-1,0,0,no
5,152,-1,0,0,no
5,251,-1,0,0,no
5,390,-1,0,0,no
5,306,-1,0,0,no
5,189,-1,0,0,no
5,125,-1,0,0,no
5,234,-1,0,0,no
5,79,-1,0,0,no
5,13,-1,0,0,no
5,283,-1,0,0,no
5,109,-1,0,0,no
5,132,-1,0,0,no
5,144,-1,0,0,no
5,121,-1,0,0,no
5,95,-1,0,0,no
5,31,-1,0,0,no
5,112,-1,0,0,no
5,87,-1,0,0,no
5,593,-1,0,0,no
5,99,-1,0,0,no
5,198,-1,0,0,no
5,285,-1,0,0,no
5,190,-1,0,0,no
5,172,-1,0,0,no
5,213,-1,0,0,no
5,178,-1,0,0,no
5,174,-1,0,0,no
5,631,-1,0,0,no
5,176,-1,0,0,no
5,32,-1,0,0,no
5,1529,-1,0,0,no
5,254,-1,0,0,no
5,200,-1,0,0,no
5,135,-1,0,0,no
5,112,-1,0,0,no
5,314,-1,0,0,no
5,597,-1,0,0,no
5,207,-1,0,0,no
5,410,-1,0,0,no
5,160,-1,0,0,no
5,42,-1,0,0,no
5,55,-1,0,0,no
5,155,-1,0,0,no
5,336,-1,0,0,no
5,233,-1,0,0,no
5,211,-1,0,0,no
5,88,-1,0,0,no
5,208,-1,0,0,no
5,305,-1,0,0,no
5,206,-1,0,0,no
5,128,-1,0,0,no
5,122,-1,0,0,no
5,66,-1,0,0,no
5,66,-1,0,0,no
5,164,-1,0,0,no
5,343,-1,0,0,no
5,126,-1,0,0,no
5,59,-1,0,0,no
5,249,-1,0,0,no
5,406,-1,0,0,no
5,250,-1,0,0,no
5,183,-1,0,0,no
5,190,-1,0,0,no
5,220,-1,0,0,no
5,153,-1,0,0,no
5,95,-1,0,0,no
5,191,-1,0,0,no
5,216,-1,0,0,no
5,89,-1,0,0,no
5,51,-1,0,0,no
5,169,-1,0,0,no
5,148,-1,0,0,no
5,132,-1,0,0,no
5,117,-1,0,0,no
5,275,-1,0,0,no
5,124,-1,0,0,no
5,118,-1,0,0,no
5,479,-1,0,0,no
5,285,-1,0,0,no
5,35,-1,0,0,no
5,322,-1,0,0,no
5,202,-1,0,0,no
5,172,-1,0,0,no
5,201,-1,0,0,no
5,216,-1,0,0,no
5,195,-1,0,0,no
5,96,-1,0,0,no
5,720,-1,0,0,no
5,188,-1,0,0,no
5,70,-1,0,0,no
5,141,-1,0,0,no
5,106,-1,0,0,no
5,395,-1,0,0,no
5,629,-1,0,0,no
5,502,-1,0,0,no
5,446,-1,0,0,no
5,241,-1,0,0,no
5,131,-1,0,0,no
5,312,-1,0,0,no
5,275,-1,0,0,no
5,120,-1,0,0,no
5,333,-1,0,0,no
5,113,-1,0,0,no
5,91,-1,0,0,no
5,128,-1,0,0,no
5,200,-1,0,0,no
5,326,-1,0,0,no
5,292,-1,0,0,no
5,68,-1,0,0,no
5,215,-1,0,0,no
5,97,-1,0,0,no
5,32,-1,0,0,no
5,162,-1,0,0,no
5,152,-1,0,0,no
5,268,-1,0,0,no
5,104,-1,0,0,no
5,852,-1,0,0,no
5,923,-1,0,0,no
5,159,-1,0,0,no
5,953,-1,0,0,no
5,416,-1,0,0,no
5,174,-1,0,0,no
5,180,-1,0,0,no
5,139,-1,0,0,no
5,294,-1,0,0,no
5,102,-1,0,0,no
5,124,-1,0,0,no
5,128,-1,0,0,no
5,130,-1,0,0,no
5,143,-1,0,0,no
5,74,-1,0,0,no
5,105,-1,0,0,no
5,477,-1,0,0,no
5,158,-1,0,0,no
5,250,-1,0,0,no
5,168,-1,0,0,no
5,520,-1,0,0,no
5,171,-1,0,0,no
5,113,-1,0,0,no
5,254,-1,0,0,no
5,149,-1,0,0,no
5,133,-1,0,0,no
5,293,-1,0,0,no
5,485,-1,0,0,no
5,374,-1,0,0,no
5,425,-1,0,0,no
5,207,-1,0,0,no
5,83,-1,0,0,no
5,228,-1,0,0,no
5,149,-1,0,0,no
5,139,-1,0,0,no
5,732,-1,0,0,yes
5,142,-1,0,0,no
5,359,-1,0,0,no
5,112,-1,0,0,no
5,1521,-1,0,0,no
5,216,-1,0,0,no
5,161,-1,0,0,no
5,122,-1,0,0,no
5,800,-1,0,0,no
5,615,-1,0,0,no
5,254,-1,0,0,no
5,111,-1,0,0,no
5,354,-1,0,0,no
5,359,-1,0,0,no
5,97,-1,0,0,no
5,327,-1,0,0,no
5,236,-1,0,0,no
5,160,-1,0,0,no
5,180,-1,0,0,no
5,184,-1,0,0,no
5,227,-1,0,0,no
5,109,-1,0,0,no
5,492,-1,0,0,no
5,298,-1,0,0,no
5,83,-1,0,0,no
5,241,-1,0,0,no
5,204,-1,0,0,no
5,131,-1,0,0,no
5,1138,-1,0,0,yes
5,123,-1,0,0,no
5,125,-1,0,0,no
5,295,-1,0,0,no
5,287,-1,0,0,no
5,109,-1,0,0,no
5,140,-1,0,0,no
5,204,-1,0,0,no
5,233,-1,0,0,no
5,254,-1,0,0,no
5,184,-1,0,0,no
5,193,-1,0,0,no
5,126,-1,0,0,no
5,230,-1,0,0,no
5,591,-1,0,0,yes
5,294,-1,0,0,no
5,173,-1,0,0,no
5,336,-1,0,0,no
5,19,-1,0,0,no
5,153,-1,0,0,no
5,786,-1,0,0,yes
5,99,-1,0,0,no
5,243,-1,0,0,no
5,260,-1,0,0,no
5,164,-1,0,0,no
5,255,-1,0,0,no
5,47,-1,0,0,no
5,463,-1,0,0,no
5,192,-1,0,0,no
5,388,-1,0,0,no
5,221,-1,0,0,no
5,126,-1,0,0,no
5,175,-1,0,0,no
5,256,-1,0,0,no
5,202,-1,0,0,no
5,104,-1,0,0,no
5,283,-1,0,0,no
5,448,-1,0,0,no
5,127,-1,0,0,no
5,378,-1,0,0,no
5,67,-1,0,0,no
5,221,-1,0,0,no
5,150,-1,0,0,no
5,144,-1,0,0,no
5,296,-1,0,0,no
5,401,-1,0,0,no
5,435,-1,0,0,no
5,388,-1,0,0,no
5,245,-1,0,0,no
5,143,-1,0,0,no
5,223,-1,0,0,no
5,423,-1,0,0,no
5,231,-1,0,0,no
5,634,-1,0,0,no
5,107,-1,0,0,no
5,227,-1,0,0,no
5,69,-1,0,0,no
5,799,-1,0,0,no
5,109,-1,0,0,no
5,127,-1,0,0,no
5,120,-1,0,0,no
5,68,-1,0,0,no
5,180,-1,0,0,no
5,112,-1,0,0,no
5,444,-1,0,0,no
5,246,-1,0,0,no
5,259,-1,0,0,no
5,223,-1,0,0,no
5,566,-1,0,0,no
5,274,-1,0,0,no
5,49,-1,0,0,no
5,380,-1,0,0,no
5,138,-1,0,0,no
5,376,-1,0,0,no
5,421,-1,0,0,no
5,121,-1,0,0,no
5,36,-1,0,0,no
5,328,-1,0,0,no
5,19,-1,0,0,no
5,866,-1,0,0,no
5,229,-1,0,0,no
5,154,-1,0,0,no
5,56,-1,0,0,no
5,1581,-1,0,0,no
5,117,-1,0,0,no
5,185,-1,0,0,no
5,202,-1,0,0,no
5,279,-1,0,0,no
5,180,-1,0,0,no
5,218,-1,0,0,no
5,129,-1,0,0,no
5,530,-1,0,0,no
5,104,-1,0,0,no
5,60,-1,0,0,no
5,432,-1,0,0,no
5,113,-1,0,0,no
5,516,-1,0,0,no
5,179,-1,0,0,no
5,125,-1,0,0,no
5,386,-1,0,0,no
5,262,-1,0,0,no
5,396,-1,0,0,no
5,294,-1,0,0,no
5,171,-1,0,0,no
5,614,-1,0,0,no
5,118,-1,0,0,no
5,485,-1,0,0,no
5,406,-1,0,0,no
5,287,-1,0,0,no
5,216,-1,0,0,no
5,650,-1,0,0,no
5,55,-1,0,0,no
5,371,-1,0,0,no
5,166,-1,0,0,no
5,48,-1,0,0,no
5,72,-1,0,0,no
5,55,-1,0,0,no
5,144,-1,0,0,no
5,474,-1,0,0,no
5,559,-1,0,0,no
5,261,-1,0,0,no
5,1101,-1,0,0,no
5,236,-1,0,0,no
5,164,-1,0,0,no
5,93,-1,0,0,no
5,912,-1,0,0,no
5,179,-1,0,0,no
5,485,-1,0,0,no
5,206,-1,0,0,no
5,311,-1,0,0,no
5,690,-1,0,0,no
5,362,-1,0,0,no
5,274,-1,0,0,no
5,163,-1,0,0,no
5,345,-1,0,0,no
5,329,-1,0,0,no
5,68,-1,0,0,no
5,143,-1,0,0,no
5,1062,-1,0,0,no
5,71,-1,0,0,no
5,106,-1,0,0,no
5,688,-1,0,0,no
5,103,-1,0,0,no
5,349,-1,0,0,no
5,78,-1,0,0,no
5,194,-1,0,0,no
5,224,-1,0,0,no
5,98,-1,0,0,no
5,607,-1,0,0,no
5,398,-1,0,0,no
5,103,-1,0,0,no
5,241,-1,0,0,no
5,203,-1,0,0,no
5,96,-1,0,0,no
5,238,-1,0,0,no
5,153,-1,0,0,no
5,481,-1,0,0,no
5,2177,-1,0,0,no
5,119,-1,0,0,no
5,245,-1,0,0,no
5,152,-1,0,0,no
5,418,-1,0,0,no
5,198,-1,0,0,no
5,198,-1,0,0,no
5,374,-1,0,0,no
5,51,-1,0,0,no
5,263,-1,0,0,no
5,229,-1,0,0,no
5,154,-1,0,0,no
5,278,-1,0,0,no
5,306,-1,0,0,no
5,114,-1,0,0,no
5,94,-1,0,0,no
5,208,-1,0,0,no
5,169,-1,0,0,no
5,332,-1,0,0,no
5,263,-1,0,0,no
5,353,-1,0,0,no
5,108,-1,0,0,no
5,441,-1,0,0,no
5,46,-1,0,0,no
5,266,-1,0,0,no
5,223,-1,0,0,no
5,105,-1,0,0,no
