month,duration,pdays,previous,poutcome,deposit
5,911,-1,0,0,yes
5,920,-1,0,0,yes
5,1224,-1,0,0,yes
5,1156,-1,0,0,yes
5,1052,-1,0,0,yes
5,1867,-1,0,0,yes
5,515,-1,0,0,yes
5,813,-1,0,0,yes
5,676,-1,0,0,yes
5,1143,-1,0,0,yes
5,688,-1,0,0,yes
5,803,-1,0,0,yes
5,619,-1,0,0,yes
5,767,-1,0,0,yes
5,912,-1,0,0,yes
5,1340,-1,0,0,yes
5,897,-1,0,0,yes
5,1297,-1,0,0,yes
5,1193,-1,0,0,yes
5,1064,-1,0,0,yes
5,1187,-1,0,0,yes
5,882,-1,0,0,yes
5,943,-1,0,0,yes
5,607,-1,0,0,yes
5,1022,-1,0,0,yes
5,552,-1,0,0,yes
5,1622,-1,0,0,yes
5,967,-1,0,0,yes
5,579,-1,0,0,yes
5,446,-1,0,0,yes
5,1205,-1,0,0,yes
5,1882,-1,0,0,yes
5,1334,-1,0,0,yes
5,182,-1,0,0,yes
5,1777,-1,0,0,yes
5,1182,-1,0,0,yes
5,1045,-1,0,0,yes
5,650,-1,0,0,yes
5,1063,-1,0,0,yes
5,843,-1,0,0,yes
5,1392,-1,0,0,yes
5,565,-1,0,0,yes
5,905,-1,0,0,yes
5,783,-1,0,0,yes
5,958,-1,0,0,yes
5,412,-1,0,0,yes
5,795,-1,0,0,yes
5,649,-1,0,0,yes
5,506,-1,0,0,yes
5,857,-1,0,0,yes
5,1681,-1,0,0,yes
5,1697,-1,0,0,yes
5,860,-1,0,0,yes
5,799,-1,0,0,yes
5,923,-1,0,0,yes
5,521,-1,0,0,yes
5,1349,-1,0,0,yes
5,736,-1,0,0,yes
5,785,-1,0,0,yes
5,1030,-1,0,0,yes
5,893,-1,0,0,yes
5,588,-1,0,0,yes
5,597,-1,0,0,yes
5,1015,-1,0,0,yes
5,1392,-1,0,0,yes
5,414,-1,0,0,yes
5,788,-1,0,0,yes
5,682,-1,0,0,yes
5,679,-1,0,0,yes
5,1560,-1,0,0,yes
5,1234,-1,0,0,yes
5,642,-1,0,0,yes
5,895,-1,0,0,yes
5,431,-1,0,0,yes
5,741,-1,0,0,yes
5,1272,-1,0,0,yes
5,748,-1,0,0,yes
5,896,-1,0,0,yes
5,764,-1,0,0,yes
5,1063,-1,0,0,yes
5,1051,-1,0,0,yes
5,731,-1,0,0,yes
5,751,-1,0,0,yes
5,709,-1,0,0,yes
5,3094,-1,0,0,yes
5,938,-1,0,0,yes
5,1560,-1,0,0,yes
5,576,-1,0,0,yes
5,543,-1,0,0,yes
5,615,-1,0,0,yes
5,507,-1,0,0,yes
5,1183,-1,0,0,yes
5,864,-1,0,0,yes
5,1730,-1,0,0,yes
5,560,-1,0,0,yes
5,543,-1,0,0,yes
5,539,-1,0,0,yes
5,791,-1,0,0,yes
5,746,-1,0,0,yes
5,1207,-1,0,0,yes
5,535,-1,0,0,yes
5,789,-1,0,0,yes
5,792,-1,0,0,yes
5,833,-1,0,0,yes
5,814,-1,0,0,yes
5,1363,-1,0,0,yes
5,1109,-1,0,0,yes
5,828,-1,0,0,yes
5,917,-1,0,0,yes
5,762,-1,0,0,yes
5,1133,-1,0,0,yes
5,638,-1,0,0,yes
5,763,-1,0,0,yes
5,604,-1,0,0,yes
5,854,-1,0,0,yes
5,855,-1,0,0,yes
5,1269,-1,0,0,yes
5,691,-1,0,0,yes
5,1097,-1,0,0,yes
5,1236,-1,0,0,yes
5,886,-1,0,0,yes
5,1343,-1,0,0,yes
5,812,-1,0,0,yes
5,1980,-1,0,0,yes
5,984,-1,0,0,yes
5,228,-1,0,0,yes
5,891,-1,0,0,yes
5,745,-1,0,0,yes
5,539,-1,0,0,yes
5,1044,-1,0,0,yes
5,1193,-1,0,0,yes
6,526,-1,0,0,yes
6,394,-1,0,0,yes
6,659,-1,0,0,yes
6,1036,-1,0,0,yes
6,815,-1,0,0,yes
6,563,-1,0,0,yes
6,1068,-1,0,0,yes
6,230,-1,0,0,yes
6,747,-1,0,0,yes
6,671,-1,0,0,yes
6,555,-1,0,0,yes
6,777,-1,0,0,yes
6,707,-1,0,0,yes
6,432,-1,0,0,yes
6,1173,-1,0,0,yes
6,963,-1,0,0,yes
6,941,-1,0,0,yes
6,1025,-1,0,0,yes
6,732,-1,0,0,yes
6,1045,-1,0,0,yes
6,768,-1,0,0,yes
6,801,-1,0,0,yes
6,482,-1,0,0,yes
6,2456,-1,0,0,yes
6,1363,-1,0,0,yes
6,1336,-1,0,0,yes
6,633,-1,0,0,yes
6,524,-1,0,0,yes
6,578,-1,0,0,yes
6,984,-1,0,0,yes
6,638,-1,0,0,yes
6,767,-1,0,0,yes
6,525,-1,0,0,yes
6,563,-1,0,0,yes
6,1449,-1,0,0,yes
6,920,-1,0,0,yes
6,908,-1,0,0,yes
6,208,-1,0,0,yes
6,910,-1,0,0,yes
6,1446,-1,0,0,yes
6,1149,-1,0,0,yes
6,1123,-1,0,0,yes
6,508,-1,0,0,yes
6,736,-1,0,0,yes
6,590,-1,0,0,yes
6,636,-1,0,0,yes
6,701,-1,0,0,yes
6,761,-1,0,0,yes
6,1558,-1,0,0,yes
6,1053,-1,0,0,yes
6,562,-1,0,0,yes
6,494,-1,0,0,yes
6,1018,-1,0,0,yes
6,884,-1,0,0,yes
6,709,-1,0,0,yes
6,1276,-1,0,0,yes
6,381,-1,0,0,yes
6,862,-1,0,0,yes
6,460,-1,0,0,yes
6,467,-1,0,0,yes
6,648,-1,0,0,yes
6,2653,-1,0,0,yes
6,1085,-1,0,0,yes
6,369,-1,0,0,yes
6,685,-1,0,0,yes
6,1055,-1,0,0,yes
6,882,-1,0,0,yes
6,901,-1,0,0,yes
6,700,-1,0,0,yes
6,491,-1,0,0,yes
6,940,-1,0,0,yes
6,3881,-1,0,0,yes
6,486,-1,0,0,yes
6,1137,-1,0,0,yes
6,878,-1,0,0,yes
6,583,-1,0,0,yes
6,1159,-1,0,0,yes
6,893,-1,0,0,yes
6,867,-1,0,0,yes
6,706,-1,0,0,yes
6,1199,-1,0,0,yes
6,935,-1,0,0,yes
6,586,-1,0,0,yes
6,967,-1,0,0,yes
6,595,-1,0,0,yes
6,1290,-1,0,0,yes
6,614,-1,0,0,yes
6,885,-1,0,0,yes
6,651,-1,0,0,yes
6,993,-1,0,0,yes
6,577,-1,0,0,yes
6,1141,-1,0,0,yes
6,1268,-1,0,0,yes
6,1243,-1,0,0,yes
6,465,-1,0,0,yes
6,513,-1,0,0,yes
6,686,-1,0,0,yes
6,741,-1,0,0,yes
6,617,-1,0,0,yes
6,1093,-1,0,0,yes
6,1395,-1,0,0,yes
6,1089,-1,0,0,yes
6,1248,-1,0,0,yes
6,721,-1,0,0,yes
6,750,-1,0,0,yes
6,637,-1,0,0,yes
6,2769,-1,0,0,yes
6,556,-1,0,0,yes
6,522,-1,0,0,yes
6,1345,-1,0,0,yes
6,676,-1,0,0,yes
6,775,-1,0,0,yes
6,2621,-1,0,0,yes
6,1029,-1,0,0,yes
6,371,-1,0,0,yes
6,1528,-1,0,0,yes
6,1540,-1,0,0,yes
6,973,-1,0,0,yes
6,707,-1,0,0,yes
6,625,-1,0,0,yes
6,1255,-1,0,0,yes
6,704,-1,0,0,yes
6,1574,-1,0,0,yes
6,1135,-1,0,0,yes
6,1007,-1,0,0,yes
6,1318,-1,0,0,yes
6,922,-1,0,0,yes
6,585,-1,0,0,yes
6,952,-1,0,0,yes
6,834,-1,0,0,yes
6,651,-1,0,0,yes
6,683,-1,0,0,yes
6,1012,-1,0,0,yes
6,958,-1,0,0,yes
6,973,-1,0,0,yes
6,911,-1,0,0,yes
6,382,-1,0,0,yes
6,1210,-1,0,0,yes
6,838,-1,0,0,yes
6,422,-1,0,0,yes
6,1098,-1,0,0,yes
6,1663,-1,0,0,yes
6,560,-1,0,0,yes
6,1617,-1,0,0,yes
6,570,-1,0,0,yes
6,1023,-1,0,0,yes
6,585,-1,0,0,yes
6,693,-1,0,0,yes
6,546,-1,0,0,yes
6,1036,-1,0,0,yes
6,1409,-1,0,0,yes
6,988,-1,0,0,yes
6,498,-1,0,0,yes
6,670,-1,0,0,yes
6,662,-1,0,0,yes
6,528,-1,0,0,yes
6,519,-1,0,0,yes
6,677,-1,0,0,yes
6,3183,-1,0,0,yes
6,422,-1,0,0,yes
6,856,-1,0,0,yes
7,479,-1,0,0,yes
7,1135,-1,0,0,yes
7,650,-1,0,0,yes
7,587,-1,0,0,yes
7,676,-1,0,0,yes
7,584,-1,0,0,yes
7,1044,-1,0,0,yes
7,494,-1,0,0,yes
7,615,-1,0,0,yes
7,718,-1,0,0,yes
7,434,-1,0,0,yes
7,782,-1,0,0,yes
7,722,-1,0,0,yes
7,621,-1,0,0,yes
7,629,-1,0,0,yes
7,385,-1,0,0,yes
7,889,-1,0,0,yes
7,532,-1,0,0,yes
7,574,-1,0,0,yes
7,599,-1,0,0,yes
7,849,-1,0,0,yes
7,973,-1,0,0,yes
7,719,-1,0,0,yes
7,509,-1,0,0,yes
7,740,-1,0,0,yes
7,534,-1,0,0,yes
7,531,-1,0,0,yes
7,634,-1,0,0,yes
7,460,-1,0,0,yes
7,681,-1,0,0,yes
7,1082,-1,0,0,yes
7,730,-1,0,0,yes
7,716,-1,0,0,yes
7,803,-1,0,0,yes
7,635,-1,0,0,yes
7,819,-1,0,0,yes
7,658,-1,0,0,yes
7,1061,-1,0,0,yes
7,687,-1,0,0,yes
7,537,-1,0,0,yes
7,781,-1,0,0,yes
7,645,-1,0,0,yes
7,1242,-1,0,0,yes
7,662,-1,0,0,yes
7,625,-1,0,0,yes
7,426,-1,0,0,yes
7,869,-1,0,0,yes
7,556,-1,0,0,yes
7,359,-1,0,0,yes
7,1014,-1,0,0,yes
7,1290,-1,0,0,yes
7,564,-1,0,0,yes
7,1439,-1,0,0,yes
7,919,-1,0,0,yes
7,1426,-1,0,0,yes
7,901,-1,0,0,yes
7,998,-1,0,0,yes
7,804,-1,0,0,yes
7,961,-1,0,0,yes
7,720,-1,0,0,yes
7,1341,-1,0,0,yes
7,634,-1,0,0,yes
7,829,-1,0,0,yes
7,476,-1,0,0,yes
7,724,-1,0,0,yes
7,500,-1,0,0,yes
7,2029,-1,0,0,yes
7,1499,-1,0,0,yes
7,1399,-1,0,0,yes
7,1187,-1,0,0,yes
7,487,-1,0,0,yes
7,1097,-1,0,0,yes
7,1060,-1,0,0,yes
7,764,-1,0,0,yes
7,1120,-1,0,0,yes
7,963,-1,0,0,yes
7,1973,-1,0,0,yes
7,911,-1,0,0,yes
7,853,-1,0,0,yes
7,1649,-1,0,0,yes
7,1397,-1,0,0,yes
7,766,-1,0,0,yes
7,788,-1,0,0,yes
7,1130,-1,0,0,yes
7,1062,-1,0,0,yes
7,1669,-1,0,0,yes
7,1336,-1,0,0,yes
7,444,-1,0,0,yes
7,894,-1,0,0,yes
7,805,-1,0,0,yes
7,1056,-1,0,0,yes
7,815,-1,0,0,yes
7,808,-1,0,0,yes
7,860,-1,0,0,yes
7,881,-1,0,0,yes
7,981,-1,0,0,yes
7,1001,-1,0,0,yes
7,514,-1,0,0,yes
7,716,-1,0,0,yes
7,769,-1,0,0,yes
7,889,-1,0,0,yes
7,448,-1,0,0,yes
7,767,-1,0,0,yes
7,578,-1,0,0,yes
7,1806,-1,0,0,yes
7,496,-1,0,0,yes
7,586,-1,0,0,yes
7,689,-1,0,0,yes
7,555,-1,0,0,yes
7,686,-1,0,0,yes
7,435,-1,0,0,yes
7,873,-1,0,0,yes
7,1222,-1,0,0,yes
7,988,-1,0,0,yes
7,1019,-1,0,0,yes
7,709,-1,0,0,yes
7,561,-1,0,0,yes
7,1018,-1,0,0,yes
7,1039,-1,0,0,yes
7,781,-1,0,0,yes
7,1656,-1,0,0,yes
7,923,-1,0,0,yes
7,1275,-1,0,0,yes
7,342,-1,0,0,yes
7,1008,-1,0,0,yes
7,538,-1,0,0,yes
7,795,-1,0,0,yes
7,1027,-1,0,0,yes
7,1584,-1,0,0,yes
7,582,-1,0,0,yes
7,1448,-1,0,0,yes
7,656,-1,0,0,yes
7,1208,-1,0,0,yes
7,1175,-1,0,0,yes
7,536,-1,0,0,yes
7,991,-1,0,0,yes
7,1153,-1,0,0,yes
7,623,-1,0,0,yes
7,1081,-1,0,0,yes
7,978,-1,0,0,yes
7,536,-1,0,0,yes
7,968,-1,0,0,yes
7,278,-1,0,0,yes
7,560,-1,0,0,yes
7,640,-1,0,0,yes
7,420,-1,0,0,yes
7,658,-1,0,0,yes
7,641,-1,0,0,yes
7,635,-1,0,0,yes
7,588,-1,0,0,yes
7,1373,-1,0,0,yes
7,913,-1,0,0,yes
7,799,-1,0,0,yes
7,1139,-1,0,0,yes
7,1105,-1,0,0,yes
7,854,-1,0,0,yes
7,919,-1,0,0,yes
7,733,-1,0,0,yes
7,553,-1,0,0,yes
7,710,-1,0,0,yes
7,891,-1,0,0,yes
7,691,-1,0,0,yes
7,1877,-1,0,0,yes
7,1130,-1,0,0,yes
7,577,-1,0,0,yes
7,1342,-1,0,0,yes
7,1002,-1,0,0,yes
7,985,-1,0,0,yes
7,1360,-1,0,0,yes
7,1134,-1,0,0,yes
7,712,-1,0,0,yes
7,1077,-1,0,0,yes
7,560,-1,0,0,yes
7,1545,-1,0,0,yes
7,654,-1,0,0,yes
7,1833,-1,0,0,yes
7,1508,-1,0,0,yes
7,598,-1,0,0,yes
7,1237,-1,0,0,yes
7,864,-1,0,0,yes
7,1037,-1,0,0,yes
7,802,-1,0,0,yes
7,754,-1,0,0,yes
7,870,-1,0,0,yes
7,633,-1,0,0,yes
7,690,-1,0,0,yes
7,529,-1,0,0,yes
7,1152,-1,0,0,yes
7,956,-1,0,0,yes
7,957,-1,0,0,yes
7,1327,-1,0,0,yes
7,228,-1,0,0,yes
7,808,-1,0,0,yes
7,638,-1,0,0,yes
7,1201,-1,0,0,yes
7,1309,-1,0,0,yes
7,1359,-1,0,0,yes
7,416,-1,0,0,yes
7,532,-1,0,0,yes
7,430,-1,0,0,yes
7,853,-1,0,0,yes
7,1204,-1,0,0,yes
7,1484,-1,0,0,yes
7,1441,-1,0,0,yes
7,454,-1,0,0,yes
7,651,-1,0,0,yes
7,1491,-1,0,0,yes
7,903,-1,0,0,yes
7,873,-1,0,0,yes
7,901,-1,0,0,yes
7,821,-1,0,0,yes
7,367,-1,0,0,yes
7,458,-1,0,0,yes
7,1602,-1,0,0,yes
7,1492,-1,0,0,yes
7,1422,-1,0,0,yes
7,728,-1,0,0,yes
7,979,-1,0,0,yes
7,616,-1,0,0,yes
7,784,-1,0,0,yes
7,1000,-1,0,0,yes
7,695,-1,0,0,yes
7,1946,-1,0,0,yes
7,362,-1,0,0,yes
7,743,-1,0,0,yes
7,2015,-1,0,0,yes
7,1031,-1,0,0,yes
7,590,-1,0,0,yes
7,1330,-1,0,0,yes
7,946,-1,0,0,yes
7,1448,-1,0,0,yes
7,279,-1,0,0,yes
7,661,-1,0,0,yes
7,1369,-1,0,0,yes
7,653,-1,0,0,yes
7,458,-1,0,0,yes
7,664,-1,0,0,yes
7,699,-1,0,0,yes
7,939,-1,0,0,yes
7,1169,-1,0,0,yes
7,837,-1,0,0,yes
7,596,-1,0,0,yes
7,383,-1,0,0,yes
7,1009,-1,0,0,yes
7,1096,-1,0,0,yes
7,867,-1,0,0,yes
7,551,-1,0,0,yes
7,890,-1,0,0,yes
7,874,-1,0,0,yes
7,710,-1,0,0,yes
7,600,-1,0,0,yes
7,2516,-1,0,0,yes
7,1058,-1,0,0,yes
7,884,-1,0,0,yes
7,616,-1,0,0,yes
7,808,-1,0,0,yes
7,1011,-1,0,0,yes
7,1013,-1,0,0,yes
7,684,-1,0,0,yes
7,843,-1,0,0,yes
7,542,-1,0,0,yes
7,788,-1,0,0,yes
7,988,-1,0,0,yes
7,814,-1,0,0,yes
7,694,-1,0,0,yes
7,441,-1,0,0,yes
7,1171,-1,0,0,yes
7,729,-1,0,0,yes
7,509,-1,0,0,yes
7,1089,-1,0,0,yes
7,1211,-1,0,0,yes
7,458,-1,0,0,yes
7,540,-1,0,0,yes
7,761,-1,0,0,yes
7,695,-1,0,0,yes
7,764,-1,0,0,yes
7,675,-1,0,0,yes
7,782,-1,0,0,yes
7,962,-1,0,0,yes
7,481,-1,0,0,yes
7,812,-1,0,0,yes
7,630,-1,0,0,yes
7,1088,-1,0,0,yes
7,1150,-1,0,0,yes
7,574,-1,0,0,yes
7,725,-1,0,0,yes
7,463,-1,0,0,yes
7,662,-1,0,0,yes
7,727,-1,0,0,yes
7,1107,-1,0,0,yes
7,829,-1,0,0,yes
7,1212,-1,0,0,yes
7,1142,-1,0,0,yes
7,1721,-1,0,0,yes
7,1032,-1,0,0,yes
8,846,-1,0,0,yes
8,870,-1,0,0,yes
8,1165,-1,0,0,yes
8,1110,-1,0,0,yes
8,1488,-1,0,0,yes
8,603,-1,0,0,yes
8,641,-1,0,0,yes
8,837,-1,0,0,yes
8,553,-1,0,0,yes
8,794,-1,0,0,yes
8,836,-1,0,0,yes
8,1134,-1,0,0,yes
8,607,-1,0,0,yes
8,1536,-1,0,0,yes
8,515,-1,0,0,yes
8,935,-1,0,0,yes
8,1051,-1,0,0,yes
8,1200,-1,0,0,yes
8,531,-1,0,0,yes
8,766,-1,0,0,yes
8,1311,-1,0,0,yes
8,618,-1,0,0,yes
8,875,-1,0,0,yes
8,419,-1,0,0,yes
8,1227,-1,0,0,yes
8,1357,-1,0,0,yes
8,455,-1,0,0,yes
8,406,-1,0,0,yes
8,902,-1,0,0,yes
8,740,-1,0,0,yes
8,501,-1,0,0,yes
8,835,-1,0,0,yes
8,720,-1,0,0,yes
8,836,-1,0,0,yes
8,490,-1,0,0,yes
8,763,-1,0,0,yes
8,649,-1,0,0,yes
8,641,-1,0,0,yes
8,738,-1,0,0,yes
8,1044,-1,0,0,yes
8,482,-1,0,0,yes
8,1249,-1,0,0,yes
8,996,-1,0,0,yes
8,1250,-1,0,0,yes
8,1471,-1,0,0,yes
8,1456,-1,0,0,yes
8,395,-1,0,0,yes
8,663,-1,0,0,yes
8,674,-1,0,0,yes
8,526,-1,0,0,yes
8,401,-1,0,0,yes
8,1321,-1,0,0,yes
8,797,-1,0,0,yes
8,352,-1,0,0,yes
8,670,-1,0,0,yes
8,429,-1,0,0,yes
8,1182,-1,0,0,yes
8,876,-1,0,0,yes
8,895,-1,0,0,yes
8,341,-1,0,0,yes
8,994,-1,0,0,yes
8,507,-1,0,0,yes
8,317,-1,0,0,yes
8,512,-1,0,0,yes
8,809,-1,0,0,yes
8,523,-1,0,0,yes
8,669,-1,0,0,yes
8,780,-1,0,0,yes
8,459,-1,0,0,yes
8,1000,-1,0,0,yes
8,733,-1,0,0,yes
8,848,-1,0,0,yes
8,1242,-1,0,0,yes
8,922,-1,0,0,yes
8,1206,-1,0,0,yes
8,856,-1,0,0,yes
8,386,-1,0,0,yes
8,384,-1,0,0,yes
8,1070,-1,0,0,yes
8,610,-1,0,0,yes
8,699,-1,0,0,yes
8,917,-1,0,0,yes
8,608,-1,0,0,yes
8,734,-1,0,0,yes
8,1238,-1,0,0,yes
8,1242,-1,0,0,yes
8,444,-1,0,0,yes
8,418,-1,0,0,yes
8,1080,-1,0,0,yes
8,479,-1,0,0,yes
8,645,-1,0,0,yes
8,506,-1,0,0,yes
8,768,-1,0,0,yes
8,1134,-1,0,0,yes
8,396,-1,0,0,yes
8,507,-1,0,0,yes
8,439,-1,0,0,yes
8,1133,-1,0,0,yes
8,587,-1,0,0,yes
8,696,-1,0,0,yes
8,645,-1,0,0,yes
8,473,-1,0,0,yes
8,559,-1,0,0,yes
8,1092,-1,0,0,yes
8,453,-1,0,0,yes
8,1307,-1,0,0,yes
8,1344,-1,0,0,yes
8,432,-1,0,0,yes
8,1613,-1,0,0,yes
8,664,-1,0,0,yes
8,1735,-1,0,0,yes
8,940,-1,0,0,yes
8,1842,-1,0,0,yes
8,969,-1,0,0,yes
8,823,-1,0,0,yes
8,618,-1,0,0,yes
8,526,-1,0,0,yes
8,846,-1,0,0,yes
8,1149,-1,0,0,yes
8,665,-1,0,0,yes
8,641,-1,0,0,yes
8,404,-1,0,0,yes
8,657,-1,0,0,yes
8,737,-1,0,0,yes
8,871,-1,0,0,yes
8,838,-1,0,0,yes
8,379,-1,0,0,yes
8,851,-1,0,0,yes
8,990,-1,0,0,yes
8,529,-1,0,0,yes
8,1148,-1,0,0,yes
8,904,-1,0,0,yes
8,707,-1,0,0,yes
8,632,-1,0,0,yes
8,593,-1,0,0,yes
8,552,-1,0,0,yes
8,857,-1,0,0,yes
8,518,-1,0,0,yes
8,834,-1,0,0,yes
8,1184,-1,0,0,yes
8,1151,-1,0,0,yes
8,1231,-1,0,0,yes
8,904,-1,0,0,yes
8,1871,-1,0,0,yes
8,773,-1,0,0,yes
8,762,-1,0,0,yes
8,671,-1,0,0,yes
8,638,-1,0,0,yes
8,594,-1,0,0,yes
8,625,-1,0,0,yes
8,882,-1,0,0,yes
8,528,-1,0,0,yes
8,309,-1,0,0,yes
8,471,-1,0,0,yes
8,520,-1,0,0,yes
8,1576,-1,0,0,yes
8,504,-1,0,0,yes
8,998,-1,0,0,yes
8,194,-1,0,0,yes
8,645,-1,0,0,yes
8,1293,-1,0,0,yes
8,950,-1,0,0,yes
8,1032,-1,0,0,yes
8,836,-1,0,0,yes
8,480,-1,0,0,yes
8,921,-1,0,0,yes
8,467,-1,0,0,yes
8,552,-1,0,0,yes
8,875,-1,0,0,yes
8,588,-1,0,0,yes
8,1408,-1,0,0,yes
8,921,-1,0,0,yes
8,627,-1,0,0,yes
8,625,-1,0,0,yes
8,703,-1,0,0,yes
8,1503,-1,0,0,yes
8,644,-1,0,0,yes
8,913,-1,0,0,yes
8,788,-1,0,0,yes
8,946,-1,0,0,yes
8,1532,-1,0,0,yes
8,793,-1,0,0,yes
8,81,-1,0,0,yes
8,1877,-1,0,0,yes
8,1123,-1,0,0,yes
8,576,-1,0,0,yes
8,579,-1,0,0,yes
8,520,-1,0,0,yes
8,1258,-1,0,0,yes
8,528,-1,0,0,yes
8,686,-1,0,0,yes
8,604,-1,0,0,yes
8,1241,-1,0,0,yes
8,735,-1,0,0,yes
8,626,-1,0,0,yes
8,363,-1,0,0,yes
8,961,-1,0,0,yes
8,472,-1,0,0,yes
8,1152,-1,0,0,yes
8,606,-1,0,0,yes
8,497,-1,0,0,yes
8,630,-1,0,0,yes
8,366,-1,0,0,yes
8,1374,-1,0,0,yes
8,372,-1,0,0,yes
8,664,-1,0,0,yes
8,388,-1,0,0,yes
8,428,-1,0,0,yes
8,609,-1,0,0,yes
8,581,-1,0,0,yes
8,1033,-1,0,0,yes
8,1040,-1,0,0,yes
8,672,-1,0,0,yes
8,512,-1,0,0,yes
8,976,-1,0,0,yes
8,645,-1,0,0,yes
8,523,-1,0,0,yes
8,1642,-1,0,0,yes
8,583,-1,0,0,yes
8,965,-1,0,0,yes
8,2372,-1,0,0,yes
8,1126,-1,0,0,yes
8,908,-1,0,0,yes
8,643,-1,0,0,yes
8,695,-1,0,0,yes
10,270,-1,0,0,yes
10,235,-1,0,0,yes
10,3253,-1,0,0,yes
10,478,-1,0,0,yes
10,133,-1,0,0,yes
10,312,-1,0,0,yes
10,718,-1,0,0,yes
10,2016,-1,0,0,yes
10,294,-1,0,0,yes
10,519,166,1,1,yes
10,144,91,4,-2,yes
10,187,-1,0,0,yes
10,676,-1,0,0,yes
10,157,-1,0,0,yes
10,181,-1,0,0,yes
10,313,-1,0,0,yes
10,80,-1,0,0,yes
10,134,-1,0,0,yes
10,518,147,2,2,yes
10,112,-1,0,0,yes
10,97,-1,0,0,yes
10,305,-1,0,0,yes
10,228,-1,0,0,yes
10,376,-1,0,0,yes
10,131,-1,0,0,yes
10,251,-1,0,0,yes
10,125,-1,0,0,yes
10,135,-1,0,0,yes
10,540,-1,0,0,yes
10,171,-1,0,0,yes
10,11,-1,0,0,yes
10,248,-1,0,0,yes
10,234,-1,0,0,yes
10,132,-1,0,0,yes
10,154,-1,0,0,yes
10,160,-1,0,0,yes
10,227,-1,0,0,yes
10,158,-1,0,0,yes
10,615,-1,0,0,yes
11,399,-1,0,0,yes
11,465,-1,0,0,yes
11,268,-1,0,0,yes
11,253,-1,0,0,yes
11,669,-1,0,0,yes
11,234,-1,0,0,yes
11,150,-1,0,0,yes
11,154,-1,0,0,yes
11,299,-1,0,0,yes
11,524,-1,0,0,yes
11,248,-1,0,0,yes
11,486,-1,0,0,yes
11,158,-1,0,0,yes
11,114,170,3,-2,yes
11,378,-1,0,0,yes
11,494,-1,0,0,yes
11,90,-1,0,0,yes
11,160,-1,0,0,yes
11,239,-1,0,0,yes
11,162,-1,0,0,yes
11,132,-1,0,0,yes
11,172,-1,0,0,yes
11,160,-1,0,0,yes
11,179,-1,0,0,yes
11,1789,-1,0,0,yes
11,1077,-1,0,0,yes
11,564,-1,0,0,yes
11,1303,-1,0,0,yes
11,696,-1,0,0,yes
11,761,-1,0,0,yes
11,540,-1,0,0,yes
11,1091,150,1,2,yes
11,1210,171,4,-2,yes
11,652,126,2,-2,yes
11,454,-1,0,0,yes
11,514,-1,0,0,yes
11,1978,-1,0,0,yes
11,854,-1,0,0,yes
11,1164,-1,0,0,yes
11,676,-1,0,0,yes
11,486,-1,0,0,yes
11,596,182,1,1,yes
11,924,-1,0,0,yes
11,897,-1,0,0,yes
11,1855,-1,0,0,yes
11,1034,-1,0,0,yes
11,578,-1,0,0,yes
11,1181,-1,0,0,yes
11,716,110,3,1,yes
11,1437,-1,0,0,yes
11,482,-1,0,0,yes
11,898,-1,0,0,yes
11,1122,-1,0,0,yes
11,511,-1,0,0,yes
11,1554,-1,0,0,yes
11,686,-1,0,0,yes
11,925,-1,0,0,yes
