@relation balance_bank_1

@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute previous numeric
@attribute poutcome {unknown,other,failure,success}
@attribute deposit {yes,no}

@data
may,619,0,unknown,yes
may,767,0,unknown,yes
may,912,0,unknown,yes
may,1340,0,unknown,yes
may,897,0,unknown,yes
may,1297,0,unknown,yes
may,1193,0,unknown,yes
may,1064,0,unknown,yes
may,1187,0,unknown,yes
may,882,0,unknown,yes
may,943,0,unknown,yes
may,607,0,unknown,yes
may,1022,0,unknown,yes
may,552,0,unknown,yes
may,1622,0,unknown,yes
may,967,0,unknown,yes
may,579,0,unknown,yes
may,446,0,unknown,yes
may,1205,0,unknown,yes
may,1882,0,unknown,yes
may,1334,0,unknown,yes
may,182,0,unknown,yes
may,1777,0,unknown,yes
may,1182,0,unknown,yes
may,1045,0,unknown,yes
may,650,0,unknown,yes
may,1063,0,unknown,yes
may,843,0,unknown,yes
may,1392,0,unknown,yes
may,565,0,unknown,yes
may,905,0,unknown,yes
may,783,0,unknown,yes
may,958,0,unknown,yes
may,412,0,unknown,yes
may,795,0,unknown,yes
may,649,0,unknown,yes
may,506,0,unknown,yes
may,857,0,unknown,yes
may,1681,0,unknown,yes
may,1697,0,unknown,yes
may,860,0,unknown,yes
may,799,0,unknown,yes
may,923,0,unknown,yes
may,521,0,unknown,yes
may,1349,0,unknown,yes
may,736,0,unknown,yes
may,785,0,unknown,yes
may,1030,0,unknown,yes
may,893,0,unknown,yes
may,588,0,unknown,yes
may,597,0,unknown,yes
may,1015,0,unknown,yes
may,1392,0,unknown,yes
may,414,0,unknown,yes
may,788,0,unknown,yes
may,682,0,unknown,yes
may,679,0,unknown,yes
may,1560,0,unknown,yes
may,1234,0,unknown,yes
may,642,0,unknown,yes
may,895,0,unknown,yes
may,431,0,unknown,yes
may,741,0,unknown,yes
may,1272,0,unknown,yes
may,748,0,unknown,yes
may,896,0,unknown,yes
may,764,0,unknown,yes
may,1063,0,unknown,yes
may,1051,0,unknown,yes
may,731,0,unknown,yes
may,751,0,unknown,yes
may,709,0,unknown,yes
may,3094,0,unknown,yes
may,938,0,unknown,yes
may,1560,0,unknown,yes
may,576,0,unknown,yes
may,543,0,unknown,yes
may,615,0,unknown,yes
may,507,0,unknown,yes
may,1183,0,unknown,yes
may,864,0,unknown,yes
may,1730,0,unknown,yes
may,560,0,unknown,yes
may,543,0,unknown,yes
may,539,0,unknown,yes
may,791,0,unknown,yes
may,746,0,unknown,yes
may,1207,0,unknown,yes
may,535,0,unknown,yes
may,789,0,unknown,yes
may,792,0,unknown,yes
may,833,0,unknown,yes
may,814,0,unknown,yes
may,1363,0,unknown,yes
may,1109,0,unknown,yes
may,828,0,unknown,yes
may,917,0,unknown,yes
may,762,0,unknown,yes
may,1133,0,unknown,yes
may,638,0,unknown,yes
may,763,0,unknown,yes
may,604,0,unknown,yes
may,854,0,unknown,yes
may,855,0,unknown,yes
may,1269,0,unknown,yes
may,691,0,unknown,yes
may,1097,0,unknown,yes
may,1236,0,unknown,yes
may,886,0,unknown,yes
may,1343,0,unknown,yes
may,812,0,unknown,yes
may,1980,0,unknown,yes
may,984,0,unknown,yes
may,228,0,unknown,yes
may,891,0,unknown,yes
may,745,0,unknown,yes
may,539,0,unknown,yes
may,1044,0,unknown,yes
may,1193,0,unknown,yes
jun,526,0,unknown,yes
jun,394,0,unknown,yes
jun,659,0,unknown,yes
jun,1036,0,unknown,yes
jun,815,0,unknown,yes
jun,563,0,unknown,yes
jun,1068,0,unknown,yes
jun,230,0,unknown,yes
jun,747,0,unknown,yes
jun,671,0,unknown,yes
jun,555,0,unknown,yes
jun,777,0,unknown,yes
jun,707,0,unknown,yes
jun,432,0,unknown,yes
jun,1173,0,unknown,yes
jun,963,0,unknown,yes
jun,941,0,unknown,yes
jun,1025,0,unknown,yes
jun,732,0,unknown,yes
jun,1045,0,unknown,yes
jun,768,0,unknown,yes
jun,801,0,unknown,yes
jun,482,0,unknown,yes
jun,2456,0,unknown,yes
jun,1363,0,unknown,yes
jun,1336,0,unknown,yes
jun,633,0,unknown,yes
jun,524,0,unknown,yes
jun,578,0,unknown,yes
jun,984,0,unknown,yes
jun,638,0,unknown,yes
jun,767,0,unknown,yes
jun,525,0,unknown,yes
jun,563,0,unknown,yes
jun,1449,0,unknown,yes
jun,920,0,unknown,yes
jun,908,0,unknown,yes
jun,208,0,unknown,yes
jun,910,0,unknown,yes
jun,1446,0,unknown,yes
jun,1149,0,unknown,yes
jun,1123,0,unknown,yes
jun,508,0,unknown,yes
jun,736,0,unknown,yes
jun,590,0,unknown,yes
jun,636,0,unknown,yes
jun,701,0,unknown,yes
jun,761,0,unknown,yes
jun,1558,0,unknown,yes
jun,1053,0,unknown,yes
jun,562,0,unknown,yes
jun,494,0,unknown,yes
jun,1018,0,unknown,yes
jun,884,0,unknown,yes
jun,709,0,unknown,yes
jun,1276,0,unknown,yes
jun,381,0,unknown,yes
jun,862,0,unknown,yes
jun,460,0,unknown,yes
jun,467,0,unknown,yes
jun,648,0,unknown,yes
jun,2653,0,unknown,yes
jun,1085,0,unknown,yes
jun,369,0,unknown,yes
jun,685,0,unknown,yes
jun,1055,0,unknown,yes
jun,882,0,unknown,yes
jun,901,0,unknown,yes
jun,700,0,unknown,yes
jun,491,0,unknown,yes
jun,940,0,unknown,yes
jun,3881,0,unknown,yes
jun,486,0,unknown,yes
jun,1137,0,unknown,yes
jun,878,0,unknown,yes
jun,583,0,unknown,yes
jun,1159,0,unknown,yes
jun,893,0,unknown,yes
jun,867,0,unknown,yes
jun,706,0,unknown,yes
jun,1199,0,unknown,yes
jun,935,0,unknown,yes
jun,586,0,unknown,yes
jun,967,0,unknown,yes
jun,595,0,unknown,yes
jun,1290,0,unknown,yes
jun,614,0,unknown,yes
jun,885,0,unknown,yes
jun,651,0,unknown,yes
jun,993,0,unknown,yes
jun,577,0,unknown,yes
jun,1141,0,unknown,yes
jun,1268,0,unknown,yes
jun,1243,0,unknown,yes
jun,465,0,unknown,yes
jun,513,0,unknown,yes
jun,686,0,unknown,yes
jun,741,0,unknown,yes
jun,617,0,unknown,yes
jun,1093,0,unknown,yes
jun,1395,0,unknown,yes
jun,1089,0,unknown,yes
jun,1248,0,unknown,yes
jun,721,0,unknown,yes
jun,750,0,unknown,yes
jun,637,0,unknown,yes
jun,2769,0,unknown,yes
jun,556,0,unknown,yes
jun,522,0,unknown,yes
jun,1345,0,unknown,yes
jun,676,0,unknown,yes
jun,775,0,unknown,yes
jun,2621,0,unknown,yes
jun,1029,0,unknown,yes
jun,371,0,unknown,yes
jun,1528,0,unknown,yes
jun,1540,0,unknown,yes
jun,973,0,unknown,yes
jun,707,0,unknown,yes
jun,625,0,unknown,yes
jun,1255,0,unknown,yes
jun,704,0,unknown,yes
jun,1574,0,unknown,yes
jun,1135,0,unknown,yes
jun,1007,0,unknown,yes
jun,1318,0,unknown,yes
jun,922,0,unknown,yes
jun,585,0,unknown,yes
jun,952,0,unknown,yes
jun,834,0,unknown,yes
jun,651,0,unknown,yes
jun,683,0,unknown,yes
jun,1012,0,unknown,yes
jun,958,0,unknown,yes
jun,973,0,unknown,yes
jun,911,0,unknown,yes
jun,382,0,unknown,yes
jun,1210,0,unknown,yes
jun,838,0,unknown,yes
jun,422,0,unknown,yes
jun,1098,0,unknown,yes
jun,1663,0,unknown,yes
jun,560,0,unknown,yes
jun,1617,0,unknown,yes
jun,570,0,unknown,yes
jun,1023,0,unknown,yes
jun,585,0,unknown,yes
jun,693,0,unknown,yes
jun,546,0,unknown,yes
jun,1036,0,unknown,yes
jun,1409,0,unknown,yes
jun,988,0,unknown,yes
jun,498,0,unknown,yes
jun,670,0,unknown,yes
jun,662,0,unknown,yes
jun,528,0,unknown,yes
jun,519,0,unknown,yes
jun,677,0,unknown,yes
jun,3183,0,unknown,yes
jun,422,0,unknown,yes
jun,856,0,unknown,yes
jul,479,0,unknown,yes
jul,1135,0,unknown,yes
jul,650,0,unknown,yes
jul,587,0,unknown,yes
jul,676,0,unknown,yes
jul,584,0,unknown,yes
jul,1044,0,unknown,yes
jul,494,0,unknown,yes
jul,615,0,unknown,yes
jul,718,0,unknown,yes
jul,434,0,unknown,yes
jul,782,0,unknown,yes
jul,722,0,unknown,yes
jul,621,0,unknown,yes
jul,629,0,unknown,yes
jul,385,0,unknown,yes
jul,889,0,unknown,yes
jul,532,0,unknown,yes
jul,574,0,unknown,yes
jul,599,0,unknown,yes
jul,849,0,unknown,yes
jul,973,0,unknown,yes
jul,719,0,unknown,yes
jul,509,0,unknown,yes
jul,740,0,unknown,yes
jul,534,0,unknown,yes
jul,531,0,unknown,yes
jul,634,0,unknown,yes
jul,460,0,unknown,yes
jul,681,0,unknown,yes
jul,1082,0,unknown,yes
jul,730,0,unknown,yes
jul,716,0,unknown,yes
jul,803,0,unknown,yes
jul,635,0,unknown,yes
jul,819,0,unknown,yes
jul,658,0,unknown,yes
jul,1061,0,unknown,yes
jul,687,0,unknown,yes
jul,537,0,unknown,yes
jul,781,0,unknown,yes
jul,645,0,unknown,yes
jul,1242,0,unknown,yes
jul,662,0,unknown,yes
jul,625,0,unknown,yes
jul,426,0,unknown,yes
jul,869,0,unknown,yes
jul,556,0,unknown,yes
jul,359,0,unknown,yes
jul,1014,0,unknown,yes
jul,1290,0,unknown,yes
jul,564,0,unknown,yes
jul,1439,0,unknown,yes
jul,919,0,unknown,yes
jul,1426,0,unknown,yes
jul,901,0,unknown,yes
jul,998,0,unknown,yes
jul,804,0,unknown,yes
jul,961,0,unknown,yes
jul,720,0,unknown,yes
jul,1341,0,unknown,yes
jul,634,0,unknown,yes
jul,829,0,unknown,yes
jul,476,0,unknown,yes
jul,724,0,unknown,yes
jul,500,0,unknown,yes
jul,2029,0,unknown,yes
jul,1499,0,unknown,yes
jul,1399,0,unknown,yes
jul,1187,0,unknown,yes
jul,487,0,unknown,yes
jul,1097,0,unknown,yes
jul,1060,0,unknown,yes
jul,764,0,unknown,yes
jul,1120,0,unknown,yes
jul,963,0,unknown,yes
jul,1973,0,unknown,yes
jul,911,0,unknown,yes
jul,853,0,unknown,yes
jul,1649,0,unknown,yes
jul,1397,0,unknown,yes
jul,766,0,unknown,yes
jul,788,0,unknown,yes
jul,1130,0,unknown,yes
jul,1062,0,unknown,yes
jul,1669,0,unknown,yes
jul,1336,0,unknown,yes
jul,444,0,unknown,yes
jul,894,0,unknown,yes
jul,805,0,unknown,yes
jul,1056,0,unknown,yes
jul,815,0,unknown,yes
jul,808,0,unknown,yes
jul,860,0,unknown,yes
jul,881,0,unknown,yes
jul,981,0,unknown,yes
jul,1001,0,unknown,yes
jul,514,0,unknown,yes
jul,716,0,unknown,yes
jul,769,0,unknown,yes
jul,889,0,unknown,yes
jul,448,0,unknown,yes
jul,767,0,unknown,yes
jul,578,0,unknown,yes
jul,1806,0,unknown,yes
jul,496,0,unknown,yes
jul,586,0,unknown,yes
jul,689,0,unknown,yes
jul,555,0,unknown,yes
jul,686,0,unknown,yes
jul,435,0,unknown,yes
jul,873,0,unknown,yes
jul,1222,0,unknown,yes
jul,988,0,unknown,yes
jul,1019,0,unknown,yes
jul,709,0,unknown,yes
jul,561,0,unknown,yes
jul,1018,0,unknown,yes
jul,1039,0,unknown,yes
jul,781,0,unknown,yes
jul,1656,0,unknown,yes
jul,923,0,unknown,yes
jul,1275,0,unknown,yes
jul,342,0,unknown,yes
jul,1008,0,unknown,yes
jul,538,0,unknown,yes
jul,795,0,unknown,yes
jul,1027,0,unknown,yes
jul,1584,0,unknown,yes
jul,582,0,unknown,yes
jul,1448,0,unknown,yes
jul,656,0,unknown,yes
jul,1208,0,unknown,yes
jul,1175,0,unknown,yes
jul,536,0,unknown,yes
jul,991,0,unknown,yes
jul,1153,0,unknown,yes
jul,623,0,unknown,yes
jul,1081,0,unknown,yes
jul,978,0,unknown,yes
jul,536,0,unknown,yes
jul,968,0,unknown,yes
jul,278,0,unknown,yes
jul,560,0,unknown,yes
jul,640,0,unknown,yes
jul,420,0,unknown,yes
jul,658,0,unknown,yes
jul,641,0,unknown,yes
jul,635,0,unknown,yes
jul,588,0,unknown,yes
jul,1373,0,unknown,yes
jul,913,0,unknown,yes
jul,799,0,unknown,yes
jul,1139,0,unknown,yes
jul,1105,0,unknown,yes
jul,854,0,unknown,yes
jul,919,0,unknown,yes
jul,733,0,unknown,yes
jul,553,0,unknown,yes
jul,710,0,unknown,yes
jul,891,0,unknown,yes
jul,691,0,unknown,yes
jul,1877,0,unknown,yes
jul,1130,0,unknown,yes
jul,577,0,unknown,yes
jul,1342,0,unknown,yes
jul,1002,0,unknown,yes
jul,985,0,unknown,yes
jul,1360,0,unknown,yes
jul,1134,0,unknown,yes
jul,712,0,unknown,yes
jul,1077,0,unknown,yes
jul,560,0,unknown,yes
jul,1545,0,unknown,yes
jul,654,0,unknown,yes
jul,1833,0,unknown,yes
jul,1508,0,unknown,yes
jul,598,0,unknown,yes
jul,1237,0,unknown,yes
jul,864,0,unknown,yes
jul,1037,0,unknown,yes
jul,802,0,unknown,yes
jul,754,0,unknown,yes
jul,870,0,unknown,yes
jul,633,0,unknown,yes
jul,690,0,unknown,yes
jul,529,0,unknown,yes
jul,1152,0,unknown,yes
jul,956,0,unknown,yes
jul,957,0,unknown,yes
jul,1327,0,unknown,yes
jul,228,0,unknown,yes
jul,808,0,unknown,yes
jul,638,0,unknown,yes
jul,1201,0,unknown,yes
jul,1309,0,unknown,yes
jul,1359,0,unknown,yes
jul,416,0,unknown,yes
jul,532,0,unknown,yes
jul,430,0,unknown,yes
jul,853,0,unknown,yes
jul,1204,0,unknown,yes
jul,1484,0,unknown,yes
jul,1441,0,unknown,yes
jul,454,0,unknown,yes
jul,651,0,unknown,yes
jul,1491,0,unknown,yes
jul,903,0,unknown,yes
jul,873,0,unknown,yes
jul,901,0,unknown,yes
jul,821,0,unknown,yes
jul,367,0,unknown,yes
jul,458,0,unknown,yes
jul,1602,0,unknown,yes
jul,1492,0,unknown,yes
jul,1422,0,unknown,yes
jul,728,0,unknown,yes
jul,979,0,unknown,yes
jul,616,0,unknown,yes
jul,784,0,unknown,yes
jul,1000,0,unknown,yes
jul,695,0,unknown,yes
jul,1946,0,unknown,yes
jul,362,0,unknown,yes
jul,743,0,unknown,yes
jul,2015,0,unknown,yes
jul,1031,0,unknown,yes
jul,590,0,unknown,yes
jul,1330,0,unknown,yes
jul,946,0,unknown,yes
jul,1448,0,unknown,yes
jul,279,0,unknown,yes
jul,661,0,unknown,yes
jul,1369,0,unknown,yes
jul,653,0,unknown,yes
jul,458,0,unknown,yes
jul,664,0,unknown,yes
jul,699,0,unknown,yes
jul,939,0,unknown,yes
jul,1169,0,unknown,yes
jul,837,0,unknown,yes
jul,596,0,unknown,yes
jul,383,0,unknown,yes
jul,1009,0,unknown,yes
jul,1096,0,unknown,yes
jul,867,0,unknown,yes
jul,551,0,unknown,yes
jul,890,0,unknown,yes
jul,874,0,unknown,yes
jul,710,0,unknown,yes
jul,600,0,unknown,yes
jul,2516,0,unknown,yes
jul,1058,0,unknown,yes
jul,884,0,unknown,yes
jul,616,0,unknown,yes
jul,808,0,unknown,yes
jul,1011,0,unknown,yes
jul,1013,0,unknown,yes
jul,684,0,unknown,yes
jul,843,0,unknown,yes
jul,542,0,unknown,yes
jul,788,0,unknown,yes
jul,988,0,unknown,yes
jul,814,0,unknown,yes
jul,694,0,unknown,yes
jul,441,0,unknown,yes
jul,1171,0,unknown,yes
jul,729,0,unknown,yes
jul,509,0,unknown,yes
jul,1089,0,unknown,yes
jul,1211,0,unknown,yes
jul,458,0,unknown,yes
jul,540,0,unknown,yes
jul,761,0,unknown,yes
jul,695,0,unknown,yes
jul,764,0,unknown,yes
jul,675,0,unknown,yes
jul,782,0,unknown,yes
jul,962,0,unknown,yes
jul,481,0,unknown,yes
jul,812,0,unknown,yes
jul,630,0,unknown,yes
jul,1088,0,unknown,yes
jul,1150,0,unknown,yes
jul,574,0,unknown,yes
jul,725,0,unknown,yes
jul,463,0,unknown,yes
jul,662,0,unknown,yes
jul,727,0,unknown,yes
jul,1107,0,unknown,yes
jul,829,0,unknown,yes
jul,1212,0,unknown,yes
jul,1142,0,unknown,yes
jul,1721,0,unknown,yes
jul,1032,0,unknown,yes
aug,846,0,unknown,yes
aug,870,0,unknown,yes
aug,1165,0,unknown,yes
aug,1110,0,unknown,yes
aug,1488,0,unknown,yes
aug,603,0,unknown,yes
aug,641,0,unknown,yes
aug,837,0,unknown,yes
aug,553,0,unknown,yes
aug,794,0,unknown,yes
aug,836,0,unknown,yes
aug,1134,0,unknown,yes
aug,607,0,unknown,yes
aug,1536,0,unknown,yes
aug,515,0,unknown,yes
aug,935,0,unknown,yes
aug,1051,0,unknown,yes
aug,1200,0,unknown,yes
aug,531,0,unknown,yes
aug,766,0,unknown,yes
aug,1311,0,unknown,yes
aug,618,0,unknown,yes
aug,875,0,unknown,yes
aug,419,0,unknown,yes
aug,1227,0,unknown,yes
aug,1357,0,unknown,yes
aug,455,0,unknown,yes
aug,406,0,unknown,yes
aug,902,0,unknown,yes
aug,740,0,unknown,yes
aug,501,0,unknown,yes
aug,835,0,unknown,yes
aug,720,0,unknown,yes
aug,836,0,unknown,yes
aug,490,0,unknown,yes
aug,763,0,unknown,yes
aug,649,0,unknown,yes
aug,641,0,unknown,yes
aug,738,0,unknown,yes
aug,1044,0,unknown,yes
aug,482,0,unknown,yes
aug,1249,0,unknown,yes
aug,996,0,unknown,yes
aug,1250,0,unknown,yes
aug,1471,0,unknown,yes
aug,1456,0,unknown,yes
aug,395,0,unknown,yes
aug,663,0,unknown,yes
aug,674,0,unknown,yes
aug,526,0,unknown,yes
aug,401,0,unknown,yes
aug,1321,0,unknown,yes
aug,797,0,unknown,yes
aug,352,0,unknown,yes
aug,670,0,unknown,yes
aug,429,0,unknown,yes
aug,1182,0,unknown,yes
aug,876,0,unknown,yes
aug,895,0,unknown,yes
aug,341,0,unknown,yes
aug,994,0,unknown,yes
aug,507,0,unknown,yes
aug,317,0,unknown,yes
aug,512,0,unknown,yes
aug,809,0,unknown,yes
aug,523,0,unknown,yes
aug,669,0,unknown,yes
aug,780,0,unknown,yes
aug,459,0,unknown,yes
aug,1000,0,unknown,yes
aug,733,0,unknown,yes
aug,848,0,unknown,yes
aug,1242,0,unknown,yes
aug,922,0,unknown,yes
aug,1206,0,unknown,yes
aug,856,0,unknown,yes
aug,386,0,unknown,yes
aug,384,0,unknown,yes
aug,1070,0,unknown,yes
aug,610,0,unknown,yes
aug,699,0,unknown,yes
aug,917,0,unknown,yes
aug,608,0,unknown,yes
aug,734,0,unknown,yes
aug,1238,0,unknown,yes
aug,1242,0,unknown,yes
aug,444,0,unknown,yes
aug,418,0,unknown,yes
aug,1080,0,unknown,yes
aug,479,0,unknown,yes
aug,645,0,unknown,yes
aug,506,0,unknown,yes
aug,768,0,unknown,yes
aug,1134,0,unknown,yes
aug,396,0,unknown,yes
aug,507,0,unknown,yes
aug,439,0,unknown,yes
aug,1133,0,unknown,yes
aug,587,0,unknown,yes
aug,696,0,unknown,yes
aug,645,0,unknown,yes
aug,473,0,unknown,yes
aug,559,0,unknown,yes
aug,1092,0,unknown,yes
aug,453,0,unknown,yes
aug,1307,0,unknown,yes
aug,1344,0,unknown,yes
aug,432,0,unknown,yes
aug,1613,0,unknown,yes
aug,664,0,unknown,yes
aug,1735,0,unknown,yes
aug,940,0,unknown,yes
aug,1842,0,unknown,yes
aug,969,0,unknown,yes
aug,823,0,unknown,yes
aug,618,0,unknown,yes
aug,526,0,unknown,yes
aug,846,0,unknown,yes
aug,1149,0,unknown,yes
aug,665,0,unknown,yes
aug,641,0,unknown,yes
aug,404,0,unknown,yes
aug,657,0,unknown,yes
aug,737,0,unknown,yes
aug,871,0,unknown,yes
aug,838,0,unknown,yes
aug,379,0,unknown,yes
aug,851,0,unknown,yes
aug,990,0,unknown,yes
aug,529,0,unknown,yes
aug,1148,0,unknown,yes
aug,904,0,unknown,yes
aug,707,0,unknown,yes
aug,632,0,unknown,yes
aug,593,0,unknown,yes
aug,552,0,unknown,yes
aug,857,0,unknown,yes
aug,518,0,unknown,yes
aug,834,0,unknown,yes
aug,1184,0,unknown,yes
aug,1151,0,unknown,yes
aug,1231,0,unknown,yes
aug,904,0,unknown,yes
aug,1871,0,unknown,yes
aug,773,0,unknown,yes
aug,762,0,unknown,yes
aug,671,0,unknown,yes
aug,638,0,unknown,yes
aug,594,0,unknown,yes
aug,625,0,unknown,yes
aug,882,0,unknown,yes
aug,528,0,unknown,yes
aug,309,0,unknown,yes
aug,471,0,unknown,yes
aug,520,0,unknown,yes
aug,1576,0,unknown,yes
aug,504,0,unknown,yes
aug,998,0,unknown,yes
aug,194,0,unknown,yes
aug,645,0,unknown,yes
aug,1293,0,unknown,yes
aug,950,0,unknown,yes
aug,1032,0,unknown,yes
aug,836,0,unknown,yes
aug,480,0,unknown,yes
aug,921,0,unknown,yes
aug,467,0,unknown,yes
aug,552,0,unknown,yes
aug,875,0,unknown,yes
aug,588,0,unknown,yes
aug,1408,0,unknown,yes
aug,921,0,unknown,yes
aug,627,0,unknown,yes
aug,625,0,unknown,yes
aug,703,0,unknown,yes
aug,1503,0,unknown,yes
aug,644,0,unknown,yes
aug,913,0,unknown,yes
aug,788,0,unknown,yes
aug,946,0,unknown,yes
aug,1532,0,unknown,yes
aug,793,0,unknown,yes
aug,81,0,unknown,yes
aug,1877,0,unknown,yes
aug,1123,0,unknown,yes
aug,576,0,unknown,yes
aug,579,0,unknown,yes
aug,520,0,unknown,yes
aug,1258,0,unknown,yes
aug,528,0,unknown,yes
aug,686,0,unknown,yes
aug,604,0,unknown,yes
aug,1241,0,unknown,yes
aug,735,0,unknown,yes
aug,626,0,unknown,yes
aug,363,0,unknown,yes
aug,961,0,unknown,yes
aug,472,0,unknown,yes
aug,1152,0,unknown,yes
aug,606,0,unknown,yes
aug,497,0,unknown,yes
aug,630,0,unknown,yes
aug,366,0,unknown,yes
aug,1374,0,unknown,yes
aug,372,0,unknown,yes
aug,664,0,unknown,yes
aug,388,0,unknown,yes
aug,428,0,unknown,yes
aug,609,0,unknown,yes
aug,581,0,unknown,yes
aug,1033,0,unknown,yes
aug,1040,0,unknown,yes
aug,672,0,unknown,yes
aug,512,0,unknown,yes
aug,976,0,unknown,yes
aug,645,0,unknown,yes
aug,523,0,unknown,yes
aug,1642,0,unknown,yes
aug,583,0,unknown,yes
aug,965,0,unknown,yes
aug,2372,0,unknown,yes
aug,1126,0,unknown,yes
aug,908,0,unknown,yes
aug,643,0,unknown,yes
aug,695,0,unknown,yes
oct,270,0,unknown,yes
oct,235,0,unknown,yes
oct,3253,0,unknown,yes
oct,478,0,unknown,yes
oct,133,0,unknown,yes
oct,312,0,unknown,yes
oct,718,0,unknown,yes
oct,2016,0,unknown,yes
oct,294,0,unknown,yes
oct,519,1,other,yes
oct,144,4,failure,yes
oct,187,0,unknown,yes
oct,676,0,unknown,yes
oct,157,0,unknown,yes
oct,181,0,unknown,yes
oct,313,0,unknown,yes
oct,80,0,unknown,yes
oct,134,0,unknown,yes
oct,518,2,success,yes
oct,112,0,unknown,yes
oct,97,0,unknown,yes
oct,305,0,unknown,yes
oct,228,0,unknown,yes
oct,376,0,unknown,yes
oct,131,0,unknown,yes
oct,251,0,unknown,yes
oct,125,0,unknown,yes
oct,135,0,unknown,yes
oct,540,0,unknown,yes
oct,171,0,unknown,yes
oct,11,0,unknown,yes
oct,248,0,unknown,yes
oct,234,0,unknown,yes
oct,132,0,unknown,yes
oct,154,0,unknown,yes
oct,160,0,unknown,yes
oct,227,0,unknown,yes
oct,158,0,unknown,yes
oct,615,0,unknown,yes
nov,399,0,unknown,yes
nov,465,0,unknown,yes
nov,268,0,unknown,yes
nov,253,0,unknown,yes
nov,669,0,unknown,yes
nov,234,0,unknown,yes
nov,150,0,unknown,yes
nov,154,0,unknown,yes
nov,299,0,unknown,yes
nov,524,0,unknown,yes
nov,248,0,unknown,yes
nov,486,0,unknown,yes
nov,158,0,unknown,yes
nov,114,3,failure,yes
nov,378,0,unknown,yes
nov,494,0,unknown,yes
nov,90,0,unknown,yes
nov,160,0,unknown,yes
nov,239,0,unknown,yes
nov,162,0,unknown,yes
nov,132,0,unknown,yes
nov,172,0,unknown,yes
nov,160,0,unknown,yes
nov,179,0,unknown,yes
nov,1789,0,unknown,yes
nov,1077,0,unknown,yes
nov,564,0,unknown,yes
nov,1303,0,unknown,yes
nov,696,0,unknown,yes
nov,761,0,unknown,yes
nov,540,0,unknown,yes
nov,1091,1,success,yes
nov,1210,4,failure,yes
nov,652,2,failure,yes
nov,454,0,unknown,yes
nov,514,0,unknown,yes
nov,1978,0,unknown,yes
nov,854,0,unknown,yes
nov,1164,0,unknown,yes
nov,676,0,unknown,yes
nov,486,0,unknown,yes
nov,596,1,other,yes
nov,924,0,unknown,yes
nov,897,0,unknown,yes
nov,1855,0,unknown,yes
nov,1034,0,unknown,yes
nov,578,0,unknown,yes
nov,1181,0,unknown,yes
nov,716,3,other,yes
nov,1437,0,unknown,yes
nov,482,0,unknown,yes
nov,898,0,unknown,yes
nov,1122,0,unknown,yes
nov,511,0,unknown,yes
nov,1554,0,unknown,yes
nov,686,0,unknown,yes
nov,925,0,unknown,yes
nov,1015,2,other,yes
nov,489,0,unknown,yes
